ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region
"Trump has spent nearly 300 days of his presidency at his golf courses and other properties. Each Secret Service member required to accompany him puts thousands in taxpayer dollars right into Trump’s pockets.

Trump’s frequent trips to his own properties not only pour your hard-earned tax dollars into his hands, but encourage wealthy individuals and foreign governments to visit them too. Ivanka Trump and Jared Kushner’s government positions also encourage influence-buying at the Trump properties they profit from and their businesses. Enough is enough.

Multiple lawsuits have been brought against Trump for violating the Emoluments Clause of the Constitution, which prohibits presidents from using their office to profit from foreign and state governments. Congress must also continue to investigate his violations. Add your name to tell Congress to hold Trump accountable for his corruption.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.5,Arizona,0.5,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump has spent nearly 300 days of his presidency at his golf courses and other properties. Each Secret Service member required to accompany him puts thousands in taxpayer dollars right into Trump’s pockets.

Trump’s frequent trips to his own properties not only pour your hard-earned tax dollars into his hands, but encourage wealthy individuals and foreign governments to visit them too. Ivanka Trump and Jared Kushner’s government positions also encourage influence-buying at the Trump properties they profit from and their businesses. Enough is enough.

Multiple lawsuits have been brought against Trump for violating the Emoluments Clause of the Constitution, which prohibits presidents from using their office to profit from foreign and state governments. Congress must also continue to investigate his violations. Add your name to tell Congress to hold Trump accountable for his corruption.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.333333,Michigan,0.333333,Pennsylvania,0.166667,West Virginia,0.166667,New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump has spent nearly 300 days of his presidency at his golf courses and other properties. Each Secret Service member required to accompany him puts thousands in taxpayer dollars right into Trump’s pockets.

Trump’s frequent trips to his own properties not only pour your hard-earned tax dollars into his hands, but encourage wealthy individuals and foreign governments to visit them too. Ivanka Trump and Jared Kushner’s government positions also encourage influence-buying at the Trump properties they profit from and their businesses. Enough is enough.

Multiple lawsuits have been brought against Trump for violating the Emoluments Clause of the Constitution, which prohibits presidents from using their office to profit from foreign and state governments. Congress must also continue to investigate his violations. Add your name to tell Congress to hold Trump accountable for his corruption.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.052632,Arkansas,0.157895,California,0.052632,Georgia,0.052632,Indiana,0.052632,Michigan,0.052632,Missouri,0.157895,North Carolina,0.052632,Tennessee,0.052632,Illinois,0.105263,Kentucky,0.157895,New York,0.052632,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.333333,California,0.333333,Florida,0.333333,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.083333,California,0.083333,Iowa,0.083333,Michigan,0.166667,North Carolina,0.083333,Ohio,0.083333,Texas,0.083333,Virginia,0.083333,Florida,0.083333,Illinois,0.083333,Kentucky,0.083333,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.090909,New Hampshire,0.090909,North Carolina,0.090909,Rhode Island,0.090909,Tennessee,0.090909,Washington,0.090909,Arizona,0.090909,California,0.090909,Iowa,0.181818,Michigan,0.090909,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.04,Connecticut,0.04,Arizona,0.04,Pennsylvania,0.04,New Mexico,0.04,Nevada,0.04,Illinois,0.08,Florida,0.12,California,0.04,Alabama,0.04,Maryland,0.04,Wisconsin,0.08,Texas,0.12,Tennessee,0.04,South Dakota,0.04,Oklahoma,0.04,Missouri,0.08,Massachusetts,0.04,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.5,Colorado,0.5,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.333333,Illinois,0.333333,New Mexico,0.333333,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump has spent nearly 300 days of his presidency at his golf courses and other properties. Each Secret Service member required to accompany him puts thousands in taxpayer dollars right into Trump’s pockets.

Trump’s frequent trips to his own properties not only pour your hard-earned tax dollars into his hands, but encourage wealthy individuals and foreign governments to visit them too. Ivanka Trump and Jared Kushner’s government positions also encourage influence-buying at the Trump properties they profit from and their businesses. Enough is enough.

Multiple lawsuits have been brought against Trump for violating the Emoluments Clause of the Constitution, which prohibits presidents from using their office to profit from foreign and state governments. Congress must also continue to investigate his violations. Add your name to tell Congress to hold Trump accountable for his corruption.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.166667,Florida,0.083333,Massachusetts,0.083333,New Jersey,0.083333,New York,0.083333,Ohio,0.083333,Pennsylvania,0.083333,California,0.083333,Georgia,0.083333,Michigan,0.083333,North Carolina,0.083333,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump has spent nearly 300 days of his presidency at his golf courses and other properties. Each Secret Service member required to accompany him puts thousands in taxpayer dollars right into Trump’s pockets.

Trump’s frequent trips to his own properties not only pour your hard-earned tax dollars into his hands, but encourage wealthy individuals and foreign governments to visit them too. Ivanka Trump and Jared Kushner’s government positions also encourage influence-buying at the Trump properties they profit from and their businesses. Enough is enough.

Multiple lawsuits have been brought against Trump for violating the Emoluments Clause of the Constitution, which prohibits presidents from using their office to profit from foreign and state governments. Congress must also continue to investigate his violations. Add your name to tell Congress to hold Trump accountable for his corruption.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.090909,Arizona,0.272727,California,0.090909,Colorado,0.272727,Florida,0.090909,Rhode Island,0.181818,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.111111,Florida,0.055556,Illinois,0.055556,Maine,0.055556,Michigan,0.055556,Minnesota,0.111111,Missouri,0.055556,New Hampshire,0.166667,North Carolina,0.055556,Oregon,0.055556,West Virginia,0.055556,California,0.055556,Massachusetts,0.055556,Montana,0.055556,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.125,Arizona,0.25,California,0.125,Florida,0.125,Indiana,0.25,Pennsylvania,0.125,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:56:26+0000,Stand Up America,0,99,0,999,0.166667,California,0.166667,Illinois,0.166667,Michigan,0.166667,Montana,0.166667,Nebraska,0.166667,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I’ve spent my entire life fighting against injustice and now I'm speaking out on behalf of my children, my patients, my neighbors here in TX-10, and on behalf of every American who deserves better from their government.

Let's make Congress hear our voices.",2019-08-22T15:30:13+0000,Gandhi for Texas ,0,99,0,999,0.05,Arizona,0.1,California,0.05,Florida,0.1,Georgia,0.05,Illinois,0.05,Louisiana,0.05,Nevada,0.05,New Jersey,0.05,New York,0.4,Texas,0.05,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:23:24+0000,Stand Up America,0,99,0,999,0.030303,Alabama,0.060606,North Carolina,0.030303,South Carolina,0.030303,Michigan,0.030303,Wisconsin,0.030303,Virginia,0.090909,Texas,0.030303,Oklahoma,0.030303,Ohio,0.060606,New York,0.060606,Arizona,0.030303,Missouri,0.030303,Minnesota,0.030303,Maine,0.060606,Iowa,0.151515,Illinois,0.060606,Florida,0.121212,California,0.030303,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:23:24+0000,Stand Up America,0,99,0,999,0.111111,California,0.111111,Michigan,0.111111,New Mexico,0.111111,Ohio,0.111111,Oregon,0.111111,Tennessee,0.111111,Utah,0.111111,Colorado,0.111111,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:23:24+0000,Stand Up America,0,99,0,999,0.1,Illinois,0.1,Nebraska,0.1,Ohio,0.2,Texas,0.1,Virginia,0.1,Wisconsin,0.1,Georgia,0.1,Maine,0.1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At least 22 foreign powers have spent money at Trump-owned properties to curry favor with the administration. Instead of divesting his business holdings, Trump has retained control of his family company and profited from foreign and domestic government spending at Trump properties. 

Trump and his family are using their government positions to funnel foreign cash into their pockets. It’s unethical, and it’s illegal. Add your name to tell Congress: No one is above the law.",2019-08-22T15:23:24+0000,Stand Up America,0,99,0,999,0.035714,Alabama,0.035714,North Carolina,0.035714,Ohio,0.017857,New Jersey,0.017857,Mississippi,0.017857,Kentucky,0.017857,Wisconsin,0.017857,Washington,0.089286,Texas,0.035714,Tennessee,0.071429,Pennsylvania,0.035714,Oregon,0.107143,New York,0.053571,Arizona,0.017857,Massachusetts,0.017857,Maryland,0.017857,Maine,0.035714,Iowa,0.035714,Illinois,0.017857,Idaho,0.107143,Florida,0.017857,Delaware,0.017857,Connecticut,0.035714,Colorado,0.071429,California,0.017857,South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Multiple lawsuits have been brought against Trump for violating the Constitution. His presidential visits to his own properties have encouraged foreign governments to book stays at his properties as well, funnelling millions of dollars into his pocket. Receiving gifts or bribes from foreign governments is illegal.

Congress must hold Trump accountable for his corruption—from the nepotism of appointing his daughter and son-in-law to government positions, to his foreign entanglements. Tell Congress: No one is above the law, not even the president.",2019-08-22T15:23:24+0000,Stand Up America,0,99,0,999,0.056338,Arizona,0.042254,New York,0.042254,Wisconsin,0.014085,Washington,0.014085,Utah,0.070423,Texas,0.014085,Tennessee,0.014085,South Carolina,0.028169,Pennsylvania,0.014085,Oklahoma,0.056338,Ohio,0.028169,North Carolina,0.042254,New Jersey,0.126761,California,0.042254,New Hampshire,0.042254,Missouri,0.028169,Minnesota,0.070423,Michigan,0.042254,Massachusetts,0.014085,Kansas,0.028169,Iowa,0.014085,Indiana,0.028169,Illinois,0.084507,Florida,0.014085,Colorado,0.028169,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
