ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.027778,Arizona,0.027778,Minnesota,0.027778,Virginia,0.138889,Texas,0.055556,Tennessee,0.055556,Pennsylvania,0.027778,Oregon,0.027778,Oklahoma,0.027778,Ohio,0.055556,North Carolina,0.055556,New York,0.027778,New Hampshire,0.027778,Michigan,0.027778,Arkansas,0.027778,Maryland,0.027778,Maine,0.055556,Kentucky,0.027778,Kansas,0.055556,Iowa,0.027778,Illinois,0.027778,Georgia,0.055556,Florida,0.027778,Connecticut,0.027778,California,0.027778,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.038961,Alabama,0.045455,Pennsylvania,0.045455,New Jersey,0.038961,New York,0.051948,North Carolina,0.006494,North Dakota,0.032468,Ohio,0.025974,Oklahoma,0.006494,Oregon,0.025974,South Carolina,0.025974,Missouri,0.012987,South Dakota,0.006494,Tennessee,0.090909,Texas,0.012987,Utah,0.006494,Vermont,0.025974,Virginia,0.006494,West Virginia,0.019481,Nebraska,0.006494,Mississippi,0.006494,Arizona,0.038961,Illinois,0.019481,Arkansas,0.012987,California,0.006494,Colorado,0.006494,Connecticut,0.006494,Delaware,0.162338,Florida,0.038961,Georgia,0.012987,Indiana,0.019481,Minnesota,0.006494,Iowa,0.019481,Kansas,0.012987,Kentucky,0.012987,Louisiana,0.025974,Maryland,0.025974,Massachusetts,0.025974,Michigan,0.006494,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.013889,Alabama,0.013889,Oregon,0.009259,New Hampshire,0.00463,New Jersey,0.00463,New Mexico,0.037037,New York,0.037037,North Carolina,0.009259,North Dakota,0.050926,Ohio,0.023148,Oklahoma,0.032407,Pennsylvania,0.00463,Montana,0.00463,Rhode Island,0.013889,South Carolina,0.032407,Tennessee,0.097222,Texas,0.00463,Utah,0.037037,Virginia,0.027778,Washington,0.018519,West Virginia,0.023148,Wisconsin,0.009259,Nevada,0.023148,Missouri,0.009259,Alaska,0.018519,Illinois,0.050926,Arizona,0.013889,Arkansas,0.041667,California,0.009259,Colorado,0.00463,Connecticut,0.055556,Florida,0.050926,Georgia,0.00463,Idaho,0.018519,Indiana,0.023148,Mississippi,0.013889,Iowa,0.009259,Kansas,0.046296,Kentucky,0.018519,Louisiana,0.00463,Maine,0.027778,Maryland,0.00463,Massachusetts,0.027778,Michigan,0.009259,Minnesota,0.00463,Wyoming,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.023256,Alabama,0.023256,Nebraska,0.011628,West Virginia,0.023256,Virginia,0.186047,Texas,0.011628,Tennessee,0.034884,South Dakota,0.023256,South Carolina,0.034884,Pennsylvania,0.023256,Oklahoma,0.046512,Ohio,0.069767,North Carolina,0.05814,New York,0.023256,New Jersey,0.011628,Missouri,0.011628,Arizona,0.011628,Minnesota,0.034884,Massachusetts,0.023256,Maine,0.011628,Louisiana,0.046512,Kentucky,0.011628,Iowa,0.011628,Indiana,0.011628,Illinois,0.046512,Georgia,0.093023,Florida,0.011628,Connecticut,0.011628,Colorado,0.011628,Arkansas,0.046512,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.011628,Alabama,0.023256,Mississippi,0.023256,West Virginia,0.011628,Washington,0.023256,Virginia,0.069767,Texas,0.05814,Tennessee,0.011628,South Dakota,0.05814,South Carolina,0.069767,Pennsylvania,0.023256,Ohio,0.011628,North Carolina,0.011628,New York,0.011628,New Hampshire,0.011628,Nebraska,0.034884,Missouri,0.023256,Minnesota,0.011628,Arizona,0.034884,Illinois,0.011628,Arkansas,0.093023,California,0.023256,Connecticut,0.046512,Florida,0.034884,Georgia,0.023256,Idaho,0.05814,Indiana,0.034884,Michigan,0.023256,Iowa,0.011628,Kansas,0.023256,Kentucky,0.023256,Louisiana,0.011628,Maine,0.023256,Maryland,0.023256,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.014925,Alabama,0.059701,Missouri,0.014925,Washington,0.029851,Virginia,0.19403,Texas,0.014925,Tennessee,0.014925,South Dakota,0.029851,South Carolina,0.014925,Pennsylvania,0.029851,Oklahoma,0.044776,Ohio,0.074627,North Carolina,0.014925,New York,0.029851,Montana,0.029851,Minnesota,0.014925,Alaska,0.044776,Michigan,0.029851,Massachusetts,0.029851,Louisiana,0.014925,Kentucky,0.014925,Iowa,0.029851,Indiana,0.014925,Illinois,0.044776,Georgia,0.044776,Florida,0.014925,Delaware,0.014925,Connecticut,0.029851,Arkansas,0.029851,Arizona,0.014925,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.008547,Alabama,0.042735,Pennsylvania,0.008547,New Mexico,0.059829,New York,0.017094,North Carolina,0.034188,Ohio,0.034188,Oklahoma,0.017094,Oregon,0.008547,South Dakota,0.025641,Nebraska,0.034188,Tennessee,0.102564,Texas,0.008547,Utah,0.008547,Vermont,0.017094,Virginia,0.008547,Washington,0.008547,New Jersey,0.051282,Missouri,0.008547,Arizona,0.042735,Indiana,0.008547,California,0.017094,Colorado,0.008547,"Washington, District of Columbia",0.094017,Florida,0.034188,Georgia,0.034188,Illinois,0.034188,Kansas,0.025641,Mississippi,0.017094,Kentucky,0.051282,Louisiana,0.008547,Maine,0.017094,Maryland,0.017094,Massachusetts,0.042735,Michigan,0.008547,Minnesota,0.034188,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.02381,Alabama,0.029762,Pennsylvania,0.017857,New Jersey,0.005952,New Mexico,0.035714,New York,0.053571,North Carolina,0.017857,North Dakota,0.029762,Ohio,0.017857,Oklahoma,0.029762,South Carolina,0.005952,Nevada,0.005952,South Dakota,0.029762,Tennessee,0.136905,Texas,0.017857,Utah,0.029762,Virginia,0.005952,Washington,0.011905,West Virginia,0.005952,Wisconsin,0.005952,New Hampshire,0.011905,Nebraska,0.011905,Alaska,0.02381,Indiana,0.029762,Arizona,0.005952,Arkansas,0.011905,California,0.017857,Colorado,0.077381,Florida,0.041667,Georgia,0.011905,Idaho,0.035714,Illinois,0.011905,Iowa,0.017857,Missouri,0.005952,Kansas,0.011905,Kentucky,0.017857,Louisiana,0.02381,Maryland,0.005952,Massachusetts,0.041667,Michigan,0.047619,Minnesota,0.011905,Mississippi,0.005952,Wyoming,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.015038,Alabama,0.030075,Ohio,0.007519,Montana,0.022556,Nebraska,0.022556,New Jersey,0.007519,New Mexico,0.022556,New York,0.037594,North Carolina,0.030075,Oklahoma,0.007519,Mississippi,0.045113,Pennsylvania,0.007519,South Carolina,0.037594,Tennessee,0.135338,Texas,0.007519,Virginia,0.037594,Washington,0.015038,Missouri,0.015038,Minnesota,0.007519,Alaska,0.030075,Georgia,0.067669,Arizona,0.015038,Arkansas,0.022556,California,0.015038,Colorado,0.022556,Connecticut,0.090226,Florida,0.015038,Illinois,0.045113,Michigan,0.037594,Indiana,0.015038,Iowa,0.007519,Kansas,0.015038,Kentucky,0.045113,Louisiana,0.037594,Massachusetts,0.007519,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.05,Alabama,0.083333,Michigan,0.133333,Texas,0.05,Tennessee,0.033333,South Carolina,0.083333,Pennsylvania,0.016667,Oklahoma,0.05,Ohio,0.016667,North Dakota,0.016667,North Carolina,0.016667,New Mexico,0.016667,New Jersey,0.016667,Missouri,0.016667,Maine,0.033333,California,0.066667,Louisiana,0.033333,Kentucky,0.033333,Kansas,0.016667,Iowa,0.05,Indiana,0.05,Illinois,0.033333,Idaho,0.016667,Georgia,0.016667,Florida,0.016667,Connecticut,0.016667,Colorado,0.016667,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.015873,Alabama,0.095238,New York,0.031746,Washington,0.031746,Virginia,0.190476,Texas,0.047619,Tennessee,0.015873,South Carolina,0.047619,Pennsylvania,0.015873,Oklahoma,0.015873,Ohio,0.031746,North Carolina,0.031746,Missouri,0.047619,Arkansas,0.031746,Mississippi,0.015873,Minnesota,0.047619,Michigan,0.015873,Massachusetts,0.015873,Maryland,0.015873,Louisiana,0.079365,Illinois,0.031746,Georgia,0.063492,Florida,0.047619,California,0.015873,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.022523,Alabama,0.009009,Oregon,0.004505,Nebraska,0.009009,New Hampshire,0.013514,New Jersey,0.022523,New York,0.022523,North Carolina,0.040541,Ohio,0.022523,Oklahoma,0.027027,Pennsylvania,0.009009,Missouri,0.022523,South Carolina,0.013514,Tennessee,0.18018,Texas,0.004505,Utah,0.018018,Virginia,0.018018,Washington,0.004505,West Virginia,0.027027,Wisconsin,0.022523,Montana,0.022523,Mississippi,0.009009,Alaska,0.018018,Idaho,0.027027,Arizona,0.004505,Arkansas,0.040541,California,0.022523,Colorado,0.004505,Connecticut,0.004505,Delaware,0.076577,Florida,0.018018,Georgia,0.031532,Illinois,0.027027,Minnesota,0.022523,Indiana,0.027027,Iowa,0.009009,Kentucky,0.04955,Louisiana,0.004505,Maine,0.004505,Maryland,0.013514,Massachusetts,0.040541,Michigan,0.009009,Wyoming,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.020833,Arizona,0.020833,Nebraska,0.041667,Virginia,0.083333,Texas,0.020833,South Carolina,0.041667,Oklahoma,0.0625,Ohio,0.020833,North Dakota,0.041667,North Carolina,0.041667,New York,0.020833,New Jersey,0.020833,New Hampshire,0.020833,Nevada,0.020833,Missouri,0.041667,Arkansas,0.041667,Mississippi,0.020833,Minnesota,0.020833,Michigan,0.020833,Maryland,0.041667,Louisiana,0.041667,Kansas,0.020833,Iowa,0.041667,Illinois,0.020833,Idaho,0.083333,Georgia,0.083333,Florida,0.020833,Colorado,0.020833,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.035294,Alabama,0.044706,Pennsylvania,0.011765,New Jersey,0.002353,New Mexico,0.044706,New York,0.077647,North Carolina,0.004706,North Dakota,0.068235,Ohio,0.009412,Oklahoma,0.004706,Oregon,0.002353,Rhode Island,0.009412,Nebraska,0.023529,South Carolina,0.002353,South Dakota,0.037647,Tennessee,0.094118,Texas,0.030588,Virginia,0.007059,Washington,0.007059,West Virginia,0.021176,Wisconsin,0.002353,New Hampshire,0.002353,Montana,0.018824,Arizona,0.023529,Indiana,0.009412,Arkansas,0.018824,California,0.009412,Colorado,0.009412,Connecticut,0.087059,Florida,0.051765,Georgia,0.004706,Idaho,0.030588,Illinois,0.014118,Iowa,0.028235,Missouri,0.011765,Kansas,0.025882,Kentucky,0.023529,Louisiana,0.007059,Maine,0.018824,Maryland,0.032941,Michigan,0.011765,Minnesota,0.016471,Mississippi,0.002353,Wyoming,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.033898,Alabama,0.016949,Mississippi,0.033898,Washington,0.016949,Virginia,0.135593,Texas,0.033898,Tennessee,0.033898,South Carolina,0.033898,Pennsylvania,0.016949,Oregon,0.033898,Oklahoma,0.050847,Ohio,0.050847,New York,0.016949,Minnesota,0.050847,California,0.067797,Michigan,0.050847,Massachusetts,0.033898,Louisiana,0.016949,Kentucky,0.016949,Kansas,0.033898,Iowa,0.016949,Indiana,0.033898,Illinois,0.067797,Georgia,0.050847,Florida,0.016949,Colorado,0.033898,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.022124,Alabama,0.013274,Oklahoma,0.00885,Nebraska,0.004425,New Hampshire,0.013274,New Jersey,0.004425,New Mexico,0.022124,New York,0.022124,North Carolina,0.013274,North Dakota,0.035398,Ohio,0.004425,Oregon,0.061947,Missouri,0.048673,Pennsylvania,0.026549,South Carolina,0.013274,South Dakota,0.026549,Tennessee,0.141593,Texas,0.004425,Utah,0.030973,Virginia,0.004425,Washington,0.013274,Montana,0.017699,Mississippi,0.004425,Alaska,0.004425,Idaho,0.013274,Arizona,0.00885,Arkansas,0.004425,California,0.022124,Colorado,0.004425,Connecticut,0.004425,Delaware,0.115044,Florida,0.053097,Georgia,0.026549,Illinois,0.030973,Minnesota,0.022124,Indiana,0.022124,Iowa,0.004425,Kansas,0.00885,Kentucky,0.030973,Louisiana,0.004425,Maine,0.026549,Maryland,0.004425,Massachusetts,0.017699,Michigan,0.013274,Wisconsin,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.030488,Alabama,0.030488,Ohio,0.006098,New Hampshire,0.02439,New Jersey,0.006098,New Mexico,0.042683,New York,0.012195,North Carolina,0.012195,North Dakota,0.012195,Oklahoma,0.018293,Missouri,0.02439,Pennsylvania,0.012195,South Carolina,0.012195,South Dakota,0.018293,Tennessee,0.164634,Texas,0.02439,Virginia,0.012195,West Virginia,0.02439,Nebraska,0.012195,Minnesota,0.018293,Arizona,0.018293,Idaho,0.006098,Arkansas,0.006098,California,0.012195,Colorado,0.018293,Connecticut,0.006098,Delaware,0.109756,Florida,0.042683,Georgia,0.054878,Illinois,0.042683,Michigan,0.018293,Indiana,0.012195,Iowa,0.006098,Kansas,0.018293,Kentucky,0.079268,Louisiana,0.006098,Maryland,0.012195,Massachusetts,0.012195,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.042857,Alabama,0.014286,Nebraska,0.028571,West Virginia,0.014286,Washington,0.014286,Utah,0.085714,Texas,0.028571,Tennessee,0.014286,South Dakota,0.057143,South Carolina,0.014286,Oregon,0.042857,Oklahoma,0.028571,North Carolina,0.085714,New York,0.028571,New Jersey,0.028571,Nevada,0.028571,Missouri,0.014286,Alaska,0.014286,Mississippi,0.014286,Minnesota,0.028571,Michigan,0.014286,Louisiana,0.057143,Kentucky,0.014286,Iowa,0.042857,Indiana,0.028571,Illinois,0.028571,Georgia,0.042857,Florida,0.014286,Connecticut,0.014286,Colorado,0.028571,California,0.071429,Arizona,0.014286,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.046512,Alabama,0.046512,New Hampshire,0.023256,West Virginia,0.023256,Washington,0.069767,Texas,0.046512,Tennessee,0.186047,Pennsylvania,0.069767,Ohio,0.023256,North Carolina,0.046512,New York,0.023256,Nebraska,0.023256,Arizona,0.023256,Missouri,0.023256,Minnesota,0.023256,Michigan,0.023256,Massachusetts,0.069767,Indiana,0.023256,Idaho,0.046512,Florida,0.046512,Colorado,0.069767,California,0.023256,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.039683,Alabama,0.039683,Pennsylvania,0.003968,Nevada,0.015873,New Jersey,0.043651,New York,0.039683,North Carolina,0.011905,North Dakota,0.047619,Ohio,0.02381,Oklahoma,0.027778,South Carolina,0.031746,Missouri,0.003968,South Dakota,0.027778,Tennessee,0.134921,Texas,0.003968,Vermont,0.027778,Virginia,0.007937,Washington,0.011905,West Virginia,0.027778,Wisconsin,0.007937,Nebraska,0.031746,Mississippi,0.011905,Arizona,0.003968,Idaho,0.019841,Arkansas,0.011905,California,0.003968,Colorado,0.003968,Connecticut,0.007937,Delaware,0.095238,Florida,0.055556,Georgia,0.007937,Illinois,0.02381,Minnesota,0.011905,Indiana,0.027778,Iowa,0.02381,Kansas,0.027778,Kentucky,0.015873,Louisiana,0.007937,Maryland,0.003968,Massachusetts,0.019841,Michigan,0.003968,Wyoming,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.017964,Alabama,0.017964,Ohio,0.023952,Nebraska,0.005988,Nevada,0.011976,New Hampshire,0.035928,New Jersey,0.047904,New York,0.083832,North Carolina,0.011976,Oklahoma,0.011976,Missouri,0.047904,Pennsylvania,0.023952,South Carolina,0.011976,South Dakota,0.035928,Tennessee,0.095808,Texas,0.011976,Virginia,0.005988,West Virginia,0.005988,Montana,0.017964,Mississippi,0.017964,Arkansas,0.053892,Illinois,0.017964,California,0.005988,Connecticut,0.005988,Delaware,0.005988,"Washington, District of Columbia",0.107784,Florida,0.02994,Georgia,0.011976,Idaho,0.023952,Indiana,0.017964,Minnesota,0.011976,Iowa,0.035928,Kentucky,0.017964,Louisiana,0.011976,Maine,0.017964,Maryland,0.017964,Massachusetts,0.023952,Michigan,0.035928,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.029851,Alabama,0.034826,Ohio,0.004975,New Hampshire,0.004975,New Jersey,0.004975,New Mexico,0.054726,New York,0.049751,North Carolina,0.004975,North Dakota,0.024876,Oklahoma,0.004975,Nebraska,0.029851,Pennsylvania,0.029851,South Carolina,0.00995,South Dakota,0.054726,Tennessee,0.109453,Texas,0.024876,Virginia,0.00995,West Virginia,0.004975,Nevada,0.0199,Missouri,0.00995,Arizona,0.024876,Indiana,0.024876,Arkansas,0.00995,California,0.024876,Colorado,0.00995,Connecticut,0.089552,Florida,0.064677,Georgia,0.039801,Illinois,0.00995,Iowa,0.0199,Minnesota,0.00995,Kansas,0.039801,Kentucky,0.0199,Louisiana,0.014925,Maine,0.00995,Maryland,0.014925,Massachusetts,0.044776,Michigan,0.004975,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.009091,Alabama,0.022727,Pennsylvania,0.013636,New Jersey,0.009091,New Mexico,0.031818,New York,0.040909,North Carolina,0.013636,North Dakota,0.054545,Ohio,0.022727,Oklahoma,0.004545,Oregon,0.004545,Rhode Island,0.004545,Nebraska,0.004545,South Carolina,0.004545,South Dakota,0.027273,Tennessee,0.140909,Texas,0.004545,Utah,0.004545,Vermont,0.022727,Washington,0.013636,West Virginia,0.004545,New Hampshire,0.027273,Missouri,0.009091,Alaska,0.018182,Idaho,0.027273,Arizona,0.004545,Arkansas,0.018182,California,0.004545,Colorado,0.031818,Connecticut,0.081818,Florida,0.054545,Georgia,0.004545,Hawaii,0.018182,Illinois,0.009091,Mississippi,0.018182,Indiana,0.013636,Iowa,0.022727,Kansas,0.040909,Louisiana,0.018182,Maryland,0.013636,Massachusetts,0.054545,Michigan,0.031818,Minnesota,0.018182,Wisconsin,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.028571,Arkansas,0.014286,New Hampshire,0.028571,Virginia,0.157143,Texas,0.042857,South Carolina,0.028571,Pennsylvania,0.042857,Oklahoma,0.014286,Ohio,0.014286,North Dakota,0.014286,North Carolina,0.042857,New York,0.028571,New Jersey,0.014286,Nevada,0.057143,Colorado,0.014286,Nebraska,0.014286,Minnesota,0.057143,Massachusetts,0.014286,Maryland,0.014286,Kentucky,0.014286,Kansas,0.028571,Iowa,0.042857,Illinois,0.057143,Georgia,0.185714,Florida,0.014286,Connecticut,0.014286,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.023077,Alabama,0.003846,Rhode Island,0.011538,New Hampshire,0.015385,New Jersey,0.003846,New Mexico,0.019231,New York,0.019231,North Carolina,0.023077,Ohio,0.011538,Oklahoma,0.046154,Pennsylvania,0.034615,South Carolina,0.003846,Montana,0.011538,South Dakota,0.019231,Tennessee,0.15,Texas,0.003846,Utah,0.030769,Virginia,0.011538,Washington,0.011538,West Virginia,0.019231,Wisconsin,0.015385,Nebraska,0.011538,Missouri,0.003846,Alaska,0.034615,Illinois,0.019231,Arizona,0.030769,Arkansas,0.026923,California,0.007692,Colorado,0.015385,Connecticut,0.096154,Florida,0.053846,Georgia,0.003846,Idaho,0.015385,Indiana,0.011538,Mississippi,0.030769,Iowa,0.007692,Kansas,0.019231,Kentucky,0.030769,Louisiana,0.003846,Maine,0.019231,Maryland,0.019231,Massachusetts,0.034615,Michigan,0.011538,Minnesota,0.003846,Wyoming,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.028689,Alabama,0.04918,Pennsylvania,0.016393,New Jersey,0.008197,New Mexico,0.020492,New York,0.036885,North Carolina,0.008197,North Dakota,0.036885,Ohio,0.020492,Oklahoma,0.008197,Oregon,0.008197,Rhode Island,0.008197,Nebraska,0.028689,South Carolina,0.004098,South Dakota,0.028689,Tennessee,0.143443,Texas,0.004098,Utah,0.028689,Virginia,0.02459,Washington,0.008197,West Virginia,0.008197,New Hampshire,0.008197,Montana,0.020492,Arizona,0.020492,Indiana,0.008197,Arkansas,0.020492,California,0.02459,Colorado,0.016393,Connecticut,0.065574,Florida,0.036885,Georgia,0.004098,Idaho,0.032787,Illinois,0.008197,Iowa,0.028689,Missouri,0.004098,Kansas,0.02459,Kentucky,0.020492,Louisiana,0.008197,Maine,0.020492,Maryland,0.02459,Massachusetts,0.028689,Michigan,0.012295,Minnesota,0.012295,Mississippi,0.020492,Wisconsin,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-22T08:43:46+0000,Libertee Shop,0,99,0,999,0.039474,Alabama,0.031579,Pennsylvania,0.005263,Nevada,0.010526,New Hampshire,0.007895,New Jersey,0.002632,New Mexico,0.026316,New York,0.034211,North Carolina,0.028947,Ohio,0.018421,Oklahoma,0.005263,Oregon,0.031579,South Carolina,0.002632,Montana,0.005263,South Dakota,0.031579,Tennessee,0.128947,Texas,0.007895,Utah,0.002632,Vermont,0.028947,Virginia,0.013158,Washington,0.010526,West Virginia,0.010526,Wisconsin,0.013158,Nebraska,0.023684,Missouri,0.015789,Alaska,0.005263,Hawaii,0.042105,Arizona,0.005263,Arkansas,0.057895,California,0.015789,Colorado,0.005263,Connecticut,0.005263,Delaware,0.002632,"Washington, District of Columbia",0.05,Florida,0.057895,Georgia,0.013158,Idaho,0.010526,Mississippi,0.018421,Illinois,0.026316,Indiana,0.013158,Iowa,0.015789,Kansas,0.015789,Kentucky,0.028947,Louisiana,0.013158,Maryland,0.015789,Massachusetts,0.026316,Michigan,0.013158,Minnesota,0.005263,Wyoming,,,,,,,,
