ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
"I wrote an op-ed about being gay and working for the NRA. 
The tolerant left called me homophobic and fat. Conservatives called me a patriot and a friend. 
I am proud to be gay and proud to work for the world's greatest civil rights org. Thanks, @TomiLahren, for having me on. To watch the full interview, visit my link in bio! #swipe",2019-08-16T03:40:24+0000,Billy McLaughlin,0,99,0,999,0.002155,Unknown,0.016164,Oregon,0.005388,Nebraska,0.007543,Nevada,0.005388,New Hampshire,0.040948,New Jersey,0.005388,New Mexico,0.084052,New York,0.036638,North Carolina,0.003233,North Dakota,0.033405,Ohio,0.014009,Oklahoma,0.049569,Pennsylvania,0.011853,Missouri,0.007543,Rhode Island,0.014009,South Carolina,0.00431,South Dakota,0.018319,Tennessee,0.079741,Texas,0.008621,Utah,0.001078,Vermont,0.030172,Virginia,0.019397,Washington,0.005388,West Virginia,0.001078,Montana,0.007543,Mississippi,0.012931,Alabama,0.006466,Hawaii,0.003233,Alaska,0.012931,Arizona,0.006466,Arkansas,0.09806,California,0.006466,Colorado,0.015086,Connecticut,0.002155,Delaware,0.005388,"Washington, District of Columbia",0.067888,Florida,0.045259,Georgia,0.006466,Idaho,0.006466,Minnesota,0.024784,Illinois,0.017241,Indiana,0.007543,Iowa,0.006466,Kansas,0.011853,Kentucky,0.015086,Louisiana,0.00431,Maine,0.019397,Maryland,0.034483,Massachusetts,0.034483,Michigan,0.016164,Wisconsin,,
"In 1980, while on the campaign trail, Ronald Reagan referenced a ""great national crusade to make America great again!""

36 years later, Donald Trump rode the red wave right to the presidency while sporting a very similar slogan. We've honored these two men's effort to put the pieces of America back together in the most symbolic way possible: a puzzle!

Get this brand new exclusive puzzle here: https://patriotdepot.com/trump-reagan-puzzle/",2019-08-15T23:00:29+0000,Patriot Depot,0,99,1000,4999,0.000892,Rhode Island,0.016949,South Carolina,0.007583,Nevada,0.020071,New Jersey,0.005352,New Mexico,0.042373,New York,0.026316,North Carolina,0.005798,North Dakota,0.063782,Ohio,0.013381,Oklahoma,0.014273,Oregon,0.049063,Pennsylvania,0.024532,Tennessee,0.004014,Montana,0.075379,Texas,0.007136,Utah,0.020071,Virginia,0.029884,Washington,0.006244,West Virginia,0.026762,Wisconsin,0.003568,Wyoming,0.013827,Colorado,0.007583,New Hampshire,0.00669,South Dakota,0.007583,Nebraska,0.028546,Missouri,0.000892,Hawaii,0.009367,Idaho,0.000446,"Washington, District of Columbia",0.016057,Alabama,0.004906,Alaska,0.026762,Arizona,0.010259,Arkansas,0.061998,California,0.005798,Connecticut,0.005798,Delaware,0.065566,Florida,0.028992,Georgia,0.037913,Illinois,0.005798,Mississippi,0.027654,Indiana,0.014719,Iowa,0.013381,Kansas,0.022302,Kentucky,0.014273,Louisiana,0.005352,Maine,0.015165,Maryland,0.015165,Massachusetts,0.047279,Michigan,0.016057,Minnesota,0.000446,Vermont,,
"In 1980, while on the campaign trail, Ronald Reagan referenced a ""great national crusade to make America great again!""

36 years later, Donald Trump rode the red wave right to the presidency while sporting a very similar slogan. We've honored these two men's effort to put the pieces of America back together in the most symbolic way possible: a puzzle!

Get this brand new exclusive puzzle here: https://patriotdepot.com/trump-reagan-puzzle/",2019-08-15T23:00:29+0000,Patriot Depot,0,99,0,999,0.04065,Alabama,0.00813,Utah,0.02439,Ohio,0.01626,Oregon,0.03252,Pennsylvania,0.00813,South Dakota,0.00813,Tennessee,0.081301,Texas,0.01626,Virginia,0.04878,New York,0.04065,Washington,0.00813,West Virginia,0.02439,Wisconsin,0.01626,Colorado,0.00813,Maine,0.00813,New Jersey,0.00813,Oklahoma,0.02439,North Carolina,0.01626,New Mexico,0.04878,Arizona,0.01626,Kansas,0.081301,California,0.073171,Florida,0.00813,Georgia,0.00813,Hawaii,0.073171,Illinois,0.02439,Indiana,0.04065,Iowa,0.00813,Kentucky,0.00813,New Hampshire,0.01626,Louisiana,0.01626,Massachusetts,0.081301,Michigan,0.00813,Minnesota,0.00813,Mississippi,0.01626,Missouri,0.01626,Nevada,0.00813,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"𝐁𝐎𝐎𝐌.
𝐇𝐄𝐀𝐃𝐒𝐇𝐎𝐓.

Get this shot glass and upgrade your drinkware today: https://patriotdepot.com/headshot-shot-glass/",2019-08-15T21:02:07+0000,Patriot Depot,0,99,0,999,0.024823,Arizona,0.007092,Idaho,0.007092,Oregon,0.031915,Pennsylvania,0.014184,South Carolina,0.046099,Tennessee,0.102837,Texas,0.031915,Virginia,0.039007,Washington,0.003546,Connecticut,0.035461,Illinois,0.003546,North Dakota,0.028369,Kansas,0.014184,Maryland,0.024823,Missouri,0.024823,Ohio,0.014184,Utah,0.014184,West Virginia,0.021277,Michigan,0.003546,New Hampshire,0.028369,Oklahoma,0.035461,North Carolina,0.010638,Colorado,0.003546,Massachusetts,0.003546,Montana,0.01773,Nevada,0.003546,New Mexico,0.01773,Kentucky,0.014184,Minnesota,0.003546,Nebraska,0.007092,Wisconsin,0.007092,Iowa,0.024823,Alabama,0.031915,New York,0.014184,Arkansas,0.053191,California,0.106383,Florida,0.035461,Georgia,0.046099,Indiana,0.014184,Louisiana,0.007092,Maine,0.010638,Mississippi,0.010638,New Jersey,,,,,,,,,,,,,,,,,,
"“Great gift for the wine connoisseur.” - Jack A. (USA)
“Love this gimmick. Nice quality too.” - Maureen (VA)
“Awesome wine glass for the gun owner in your life who has everything!” - Barbara S. (CA)

Our bulletproof products are some of our best sellers, and this wine glass makes a great addition to any gun lover's collection! 

Upgrade your glassware today: https://patriotdepot.com/308-caliber-bulletproof-wine-glass/",2019-08-15T20:56:29+0000,Patriot Depot,0,99,0,999,0.013889,Alabama,0.013889,Indiana,0.013889,South Carolina,0.013889,Missouri,0.041667,Kentucky,0.125,Florida,0.027778,Colorado,0.027778,Arizona,0.013889,Virginia,0.027778,Pennsylvania,0.013889,Massachusetts,0.013889,Louisiana,0.027778,West Virginia,0.013889,Arkansas,0.027778,Washington,0.013889,Utah,0.027778,Oklahoma,0.013889,Ohio,0.097222,North Carolina,0.055556,New York,0.013889,New Jersey,0.027778,Michigan,0.097222,Illinois,0.041667,Georgia,0.027778,California,0.166667,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Women can be bad-ass too, and this bulletproof wine glass is the most perfect way to prove it.

Upgrade your wine glasses today: https://patriotdepot.com/308-caliber-bulletproof-wine-glass/",2019-08-15T20:56:26+0000,Patriot Depot,0,99,0,999,0.02381,Alaska,0.02381,New Mexico,0.02381,New Hampshire,0.02381,Mississippi,0.02381,Minnesota,0.02381,Idaho,0.02381,South Carolina,0.071429,Pennsylvania,0.02381,Oregon,0.142857,Ohio,0.071429,New York,0.02381,Massachusetts,0.02381,Kentucky,0.047619,Iowa,0.047619,Indiana,0.02381,Illinois,0.095238,Florida,0.02381,Colorado,0.071429,California,0.02381,Alabama,0.02381,Texas,0.02381,Maryland,0.02381,Louisiana,0.071429,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“Great gift for the wine connoisseur.” - Jack A. (USA)
“Love this gimmick. Nice quality too.” - Maureen (VA)
“Awesome wine glass for the gun owner in your life who has everything!” - Barbara S. (CA)

Our bulletproof products are some of our best sellers, and this wine glass makes a great addition to any gun lover's collection! 

Upgrade your glassware today: https://patriotdepot.com/308-caliber-bulletproof-wine-glass/",2019-08-15T20:56:14+0000,Patriot Depot,0,99,0,999,0.04,Idaho,0.04,Maryland,0.12,Ohio,0.04,Missouri,0.04,Wisconsin,0.04,Pennsylvania,0.04,New Jersey,0.04,Michigan,0.04,Kansas,0.08,Illinois,0.04,Indiana,0.04,Washington,0.08,Virginia,0.04,South Dakota,0.04,North Dakota,0.08,North Carolina,0.04,Kentucky,0.12,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Women can be bad-ass too, and this bulletproof wine glass is the most perfect way to prove it.

Upgrade your wine glasses today: https://patriotdepot.com/308-caliber-bulletproof-wine-glass/",2019-08-15T20:56:01+0000,Patriot Depot,0,99,0,999,0.029851,Alabama,0.029851,Arizona,0.044776,Virginia,0.059701,Texas,0.029851,South Carolina,0.029851,Oregon,0.014925,Oklahoma,0.044776,Ohio,0.014925,New Mexico,0.029851,Minnesota,0.029851,Maryland,0.014925,Maine,0.029851,Illinois,0.164179,Florida,0.044776,California,0.014925,Alaska,0.014925,Arkansas,0.014925,Tennessee,0.014925,North Carolina,0.029851,Missouri,0.014925,Colorado,0.014925,Wyoming,0.029851,Wisconsin,0.029851,Pennsylvania,0.014925,New York,0.029851,New Jersey,0.014925,Nevada,0.044776,Nebraska,0.014925,Kentucky,0.029851,Indiana,0.044776,Georgia,0.014925,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These incidents mark at least four violent attacks against ICE facilities so far this year.,2019-08-15T19:45:19+0000,The Patriot Post,0,99,10000,49999,0.029552,Alabama,0.041521,Pennsylvania,0.003495,New Hampshire,0.012181,New Jersey,0.008262,New Mexico,0.024786,New York,0.029234,North Carolina,0.002754,North Dakota,0.049253,Ohio,0.027328,Oklahoma,0.014299,Oregon,0.002012,Rhode Island,0.008368,Nebraska,0.019066,South Carolina,0.003919,South Dakota,0.030929,Tennessee,0.118102,Texas,0.011439,Utah,0.001377,Vermont,0.018218,Virginia,0.019066,Washington,0.010486,West Virginia,0.015147,Wisconsin,0.007414,Nevada,0.005826,Montana,0.004343,Alaska,0.038661,Illinois,0.018854,Arizona,0.020549,Arkansas,0.052325,California,0.011439,Colorado,0.006991,Connecticut,0.001907,Delaware,0.055291,Florida,0.025633,Georgia,0.002542,Hawaii,0.007097,Idaho,0.03273,Indiana,0.031988,Missouri,0.015782,Iowa,0.014723,Kansas,0.027434,Kentucky,0.024468,Louisiana,0.003707,Maine,0.00858,Maryland,0.011122,Massachusetts,0.033259,Michigan,0.012922,Minnesota,0.01896,Mississippi,0.004661,Wyoming,,,,
"You may not be able to hold a real gun at work, but you certainly can hold your brand-new Chrome Revolver Mug with up to 12 oz. of your favorite hot beverage!

This shining beauty features the revolver's handle on one side and the barrel on the other.

Get your bullet here: https://patriotdepot.com/chrome-revolver-mug/",2019-08-15T19:12:56+0000,Patriot Depot,0,99,0,999,0.038462,Arizona,0.051282,Washington,0.012821,Iowa,0.012821,Alaska,0.038462,Virginia,0.012821,Vermont,0.012821,New Jersey,0.025641,New Hampshire,0.012821,Mississippi,0.012821,Maryland,0.025641,Illinois,0.012821,Georgia,0.025641,Alabama,0.012821,Wisconsin,0.076923,Texas,0.025641,California,0.038462,Tennessee,0.012821,South Carolina,0.089744,Pennsylvania,0.025641,Oklahoma,0.076923,New York,0.025641,New Mexico,0.051282,Michigan,0.025641,Massachusetts,0.025641,Kentucky,0.076923,Indiana,0.012821,Idaho,0.038462,Florida,0.012821,Connecticut,0.076923,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Make a statement at the breakfast table with Patriot Depot's Chrome Revolver Mug! It's the most awesome way to drink up to 12 oz. of your favorite warm beverage!

Get your bullet here: https://patriotdepot.com/chrome-revolver-mug/",2019-08-15T19:12:52+0000,Patriot Depot,0,99,0,999,0.032967,Alabama,0.010989,Minnesota,0.010989,Iowa,0.010989,Delaware,0.010989,Connecticut,0.010989,Wyoming,0.010989,West Virginia,0.054945,Texas,0.010989,South Carolina,0.043956,Pennsylvania,0.010989,Oregon,0.010989,Oklahoma,0.010989,New Hampshire,0.010989,Nevada,0.032967,Montana,0.010989,Missouri,0.010989,Michigan,0.021978,Arizona,0.010989,Maryland,0.120879,California,0.054945,Florida,0.021978,Idaho,0.065934,Illinois,0.043956,Indiana,0.010989,Louisiana,0.021978,New Jersey,0.021978,Kansas,0.076923,New York,0.087912,Ohio,0.032967,Tennessee,0.021978,Virginia,0.032967,Wisconsin,0.032967,Georgia,0.010989,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This set of 4 shot glasses has us questioning whether shotgun shells are better for sending rounds down the range or sending rounds down the hatch!

Each glass holds 1.5 oz of your favorite drink and is of the highest quality.

Get your glasses here: https://patriotdepot.com/12-gauge-shotgun-shell-shot-glasses-set-of-4/",2019-08-15T19:12:13+0000,Patriot Depot,0,99,0,999,0.002326,Rhode Island,0.048837,Pennsylvania,0.018605,Minnesota,0.02093,Missouri,0.011628,Nevada,0.027907,New Jersey,0.009302,New Mexico,0.055814,New York,0.030233,North Carolina,0.044186,Ohio,0.027907,Oklahoma,0.013953,South Carolina,0.016279,Louisiana,0.016279,Tennessee,0.013953,West Virginia,0.018605,Alabama,0.006977,Delaware,0.006977,Mississippi,0.004651,New Hampshire,0.006977,North Dakota,0.004651,South Dakota,0.023256,Wisconsin,0.006977,Maryland,0.018605,Kentucky,0.004651,Nebraska,0.009302,Oregon,0.002326,Vermont,0.004651,Arkansas,0.060465,California,0.067442,Florida,0.004651,Idaho,0.046512,Illinois,0.018605,Massachusetts,0.027907,Michigan,0.009302,Montana,0.093023,Texas,0.018605,Kansas,0.006977,Utah,0.016279,Virginia,0.025581,Washington,0.004651,Alaska,0.02093,Arizona,0.016279,Colorado,0.011628,Connecticut,0.027907,Georgia,0.030233,Indiana,0.011628,Iowa,0.004651,Wyoming,,,,,,,,
"This set of 4 shot glasses has us questioning whether shotgun shells are better for sending rounds down the range or sending rounds down the hatch!

Each glass holds 1.5 oz of your favorite drink and is of the highest quality.

Get your glasses here: https://patriotdepot.com/12-gauge-shotgun-shell-shot-glasses-set-of-4/",2019-08-15T19:12:13+0000,Patriot Depot,0,99,0,999,0.00534,Delaware,0.021362,Missouri,0.016021,Wisconsin,0.006676,Alaska,0.010681,Arkansas,0.026702,Georgia,0.038718,Indiana,0.026702,Kentucky,0.014686,Maryland,0.013351,Massachusetts,0.012016,Mississippi,0.008011,Nevada,0.078772,Texas,0.00534,New Hampshire,0.021362,New Jersey,0.05474,New York,0.016021,Oklahoma,0.022697,Oregon,0.006676,Utah,0.017356,Virginia,0.012016,Colorado,0.020027,North Carolina,0.016021,Washington,0.021362,Tennessee,0.00534,North Dakota,0.049399,Illinois,0.001335,Wyoming,0.00267,Montana,0.001335,Rhode Island,0.022697,Alabama,0.016021,Arizona,0.06275,California,0.008011,Connecticut,0.052069,Florida,0.012016,Idaho,0.016021,Iowa,0.00534,South Dakota,0.012016,Kansas,0.020027,Louisiana,0.008011,Maine,0.042724,Michigan,0.017356,Minnesota,0.00267,Nebraska,0.009346,New Mexico,0.065421,Ohio,0.056075,Pennsylvania,0.012016,South Carolina,0.006676,West Virginia,,,,,,,,
"These unique shotgun shell magnets are a great way to show your love of guns on your refrigerator, desk, or garage.  

They're even made in the USA from real shotgun shells!

Get yours here: https://patriotdepot.com/12-gauge-shotgun-shell-magnets-5-pack/",2019-08-15T19:11:40+0000,Patriot Depot,0,99,0,999,0.004283,Nebraska,0.002141,Rhode Island,0.014989,New Jersey,0.004283,New Mexico,0.08137,New York,0.029979,North Carolina,0.066381,Ohio,0.021413,Oklahoma,0.014989,Oregon,0.068522,Pennsylvania,0.021413,South Carolina,0.023555,Missouri,0.023555,Tennessee,0.055675,Texas,0.021413,Virginia,0.019272,Washington,0.002141,West Virginia,0.017131,Wisconsin,0.006424,Wyoming,0.006424,Maryland,0.010707,Minnesota,0.004283,Nevada,0.047109,Michigan,0.006424,Utah,0.008565,Connecticut,0.002141,Idaho,0.004283,Mississippi,0.002141,Alaska,0.002141,New Hampshire,0.021413,Alabama,0.023555,Arizona,0.008565,Arkansas,0.062099,California,0.008565,Colorado,0.006424,Delaware,0.017131,Massachusetts,0.051392,Florida,0.047109,Georgia,0.040685,Illinois,0.040685,Indiana,0.023555,Iowa,0.010707,Kansas,0.021413,Kentucky,0.017131,Louisiana,0.002141,Maine,0.004283,South Dakota,,,,,,,,,,,,
"You don't want these shirts, you NEED them!

Get one here ==> https://truepatriotwear.com/collections/t-shirts",2019-08-15T19:02:23+0000,True Patriot Wear LLC,0,99,1000,4999,0.002528,Delaware,0.021492,Oregon,0.009692,Nebraska,0.011799,Nevada,0.008007,New Hampshire,0.019385,New Jersey,0.003371,New Mexico,0.049305,New York,0.030763,North Carolina,0.00295,North Dakota,0.054783,Ohio,0.018542,Oklahoma,0.051833,Pennsylvania,0.02697,Missouri,0.004214,Rhode Island,0.020649,South Carolina,0.0059,South Dakota,0.034977,Tennessee,0.074589,Texas,0.013485,Utah,0.021913,Virginia,0.021492,Washington,0.00885,West Virginia,0.013906,Wisconsin,0.00295,Montana,0.00885,Mississippi,0.000843,Hawaii,0.033713,Georgia,0.000843,Vermont,0.02402,Alabama,0.007164,Alaska,0.016856,Arizona,0.012642,Arkansas,0.050147,California,0.020228,Colorado,0.008428,Connecticut,0.000421,"Washington, District of Columbia",0.067425,Florida,0.007585,Idaho,0.008007,Minnesota,0.024863,Illinois,0.035398,Indiana,0.017278,Iowa,0.013485,Kansas,0.017699,Kentucky,0.018121,Louisiana,0.004635,Maine,0.011378,Maryland,0.012221,Massachusetts,0.036662,Michigan,0.006743,Wyoming,,
Seizing guns from those disputably deemed more likely than not to be a threat is a hazardous slippery slope.,2019-08-15T19:00:23+0000,The Patriot Post,0,99,10000,49999,0.023247,Alabama,0.044389,Pennsylvania,0.005262,New Hampshire,0.013202,New Jersey,0.008706,New Mexico,0.029178,New York,0.030231,North Carolina,0.006027,North Dakota,0.047642,Ohio,0.025926,Oklahoma,0.018846,Oregon,0.002009,Rhode Island,0.009949,Nebraska,0.018942,South Carolina,0.006601,South Dakota,0.029561,Tennessee,0.082082,Texas,0.010045,Utah,0.002774,Vermont,0.022769,Virginia,0.028891,Washington,0.009854,West Virginia,0.021621,Wisconsin,0.00861,Nevada,0.005166,Montana,0.005644,Alaska,0.042954,Illinois,0.020377,Arizona,0.017124,Arkansas,0.051564,California,0.014733,Colorado,0.008419,Connecticut,0.001531,Delaware,0.046207,Florida,0.023821,Georgia,0.002009,Hawaii,0.010332,Idaho,0.029848,Indiana,0.032718,Missouri,0.021334,Iowa,0.015115,Kansas,0.02229,Kentucky,0.017985,Louisiana,0.004688,Maine,0.008706,Maryland,0.010236,Massachusetts,0.041424,Michigan,0.019707,Minnesota,0.01502,Mississippi,0.004688,Wyoming,,,,
"You don't want these shirts, you NEED them!

Get one here ==> https://truepatriotwear.com/collections/t-shirts",2019-08-15T18:51:37+0000,True Patriot Wear LLC,0,99,1000,4999,0.008999,Idaho,0.066955,Pennsylvania,0.006479,New Hampshire,0.024118,New Jersey,0.0036,New Mexico,0.052196,New York,0.038157,North Carolina,0.00288,North Dakota,0.070554,Ohio,0.020158,Oklahoma,0.011879,Oregon,0.0036,Rhode Island,0.008279,Nebraska,0.023398,South Carolina,0.00432,South Dakota,0.034557,Tennessee,0.049676,Texas,0.007559,Utah,0.0036,Vermont,0.021598,Virginia,0.015839,Washington,0.022318,West Virginia,0.015839,Wisconsin,0.0054,Nevada,0.00288,Montana,0.0018,Alaska,0.038877,Georgia,0.006839,Maine,0.00072,Hawaii,0.030238,Alabama,0.013679,Arizona,0.012239,Arkansas,0.037077,California,0.010799,Colorado,0.00504,Connecticut,0.00324,Delaware,0.063355,Florida,0.028798,Illinois,0.025918,Missouri,0.037077,Indiana,0.012599,Iowa,0.012599,Kansas,0.026278,Kentucky,0.016559,Louisiana,0.013679,Maryland,0.017279,Massachusetts,0.037077,Michigan,0.010439,Minnesota,0.010439,Mississippi,0.00252,Wyoming,,,,
"Our second tier in the new CCRP Donor Series is...

Freedom!

At the Freedom level, you 
* Receive all Patriot level rewards
* Receive 1 Complimentary Ticket to the CCRP Night at the Riverdogs
* Are recognized on the official CCRP website

Only $15 a month - the cost of one meal!

Join today at www.charlestonrepublicans.com/donate !",2019-08-15T17:40:46+0000,The Charleston County Republican Party,0,99,0,999,1,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patriot Depot's new ""Don't Tread on Me"" belts were designed and printed in the USA, exclusively for Patriot Depot! You won't find them anywhere else in the world!

These heavy-duty belts feature super-durable matte plastic buckles and are guaranteed to impress anyone and everyone.

Get this BRAND NEW belt here: https://patriotdepot.com/imprinted-belts/",2019-08-15T16:36:01+0000,Patriot Depot,0,99,0,999,0.011111,Alaska,0.022222,New Jersey,0.011111,South Dakota,0.011111,Georgia,0.011111,Alabama,0.011111,Washington,0.022222,Utah,0.077778,Texas,0.022222,Tennessee,0.044444,Pennsylvania,0.033333,Oregon,0.022222,Oklahoma,0.077778,Ohio,0.044444,North Carolina,0.055556,New York,0.022222,Nevada,0.066667,Arizona,0.022222,Montana,0.011111,Missouri,0.044444,Michigan,0.011111,Massachusetts,0.033333,Maryland,0.066667,Louisiana,0.033333,Kentucky,0.033333,Iowa,0.022222,Illinois,0.011111,Idaho,0.033333,Colorado,0.066667,California,0.022222,Arkansas,0.022222,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each notch in one of these belts makes snowflakes cry a little more...

Designed and printed in the USA, the purchase of one of these belts not only ups your patriotism levels, but it helps support American companies, jobs, and families.

Get this BRAND NEW belt here: https://patriotdepot.com/imprinted-belts/",2019-08-15T16:36:01+0000,Patriot Depot,0,99,0,999,0.022388,Alabama,0.029851,Pennsylvania,0.007463,New Mexico,0.059701,New York,0.014925,North Carolina,0.007463,North Dakota,0.014925,Ohio,0.007463,Oklahoma,0.007463,Oregon,0.022388,Tennessee,0.007463,New Hampshire,0.119403,Texas,0.044776,Washington,0.022388,West Virginia,0.007463,Wyoming,0.022388,Georgia,0.007463,Maryland,0.007463,Mississippi,0.014925,South Carolina,0.029851,New Jersey,0.037313,Nevada,0.007463,Arizona,0.029851,Illinois,0.014925,Arkansas,0.074627,California,0.037313,Colorado,0.007463,Connecticut,0.007463,Delaware,0.059701,Florida,0.007463,Idaho,0.044776,Indiana,0.022388,Nebraska,0.014925,Iowa,0.014925,Kansas,0.022388,Kentucky,0.014925,Louisiana,0.022388,Michigan,0.022388,Minnesota,0.037313,Missouri,0.007463,Montana,0.014925,Virginia,,,,,,,,,,,,,,,,,,,,,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,5000,9999,0.021435,Alabama,0.001698,South Dakota,0.007428,New Mexico,0.045204,New York,0.0382,North Carolina,0.063243,Ohio,0.016341,Oklahoma,0.009762,Oregon,0.054117,Pennsylvania,0.00382,Rhode Island,0.017615,South Carolina,0.026316,Tennessee,0.005942,New Hampshire,0.078098,Texas,0.004669,Utah,0.002334,Vermont,0.020374,Virginia,0.012733,Washington,0.016766,West Virginia,0.017615,Wisconsin,0.000637,Hawaii,0.00382,Montana,0.003608,North Dakota,0.020586,New Jersey,0.011036,Nevada,0.003183,Alaska,0.037139,Indiana,0.023132,Arizona,0.012946,Arkansas,0.04775,California,0.00955,Colorado,0.007428,Connecticut,0.00382,Delaware,0.067912,Florida,0.028438,Georgia,0.005942,Idaho,0.028438,Illinois,0.015705,Iowa,0.005518,Nebraska,0.013795,Kansas,0.025679,Kentucky,0.01719,Louisiana,0.007216,Maine,0.014219,Maryland,0.017615,Massachusetts,0.046689,Michigan,0.016553,Minnesota,0.010823,Mississippi,0.026952,Missouri,0.002971,Wyoming,,,,
"FREE BRACELET OFFER HAPPENING NOW!!! 😱

Continue to support MAKING AMERICA GREAT and take advantage of this CRAZY OFFER! 🇺🇸

Get these limited edition Trump Bracelets FOR FREE!",2019-08-15T16:24:11+0000,The Daily Patriot,0,99,10000,49999,0.00368,Rhode Island,0.053827,Pennsylvania,0.004415,Montana,0.006939,Nebraska,0.007569,Nevada,0.006833,New Hampshire,0.019134,New Jersey,0.043629,New York,0.039003,North Carolina,0.068335,Ohio,0.016611,Oklahoma,0.010303,Oregon,0.020395,South Carolina,0.010618,Mississippi,0.00368,South Dakota,0.027019,Tennessee,0.086733,Texas,0.004521,Utah,0.002313,Vermont,0.025336,Virginia,0.014718,Washington,0.0164,West Virginia,0.016716,Wisconsin,0.002733,Wyoming,0.023234,Missouri,0.017241,Minnesota,0.00021,"Washington, District of Columbia",0.066232,Florida,0.003574,New Mexico,0.000841,Hawaii,0.018818,Alabama,0.001787,Alaska,0.019029,Arizona,0.013667,Arkansas,0.040055,California,0.010198,Colorado,0.008726,Connecticut,0.004415,Delaware,0.030593,Georgia,0.039739,Michigan,0.00389,Idaho,0.032485,Illinois,0.041842,Indiana,0.012195,Iowa,0.011985,Kansas,0.025967,Kentucky,0.021657,Louisiana,0.007254,Maine,0.014508,Maryland,0.015454,Massachusetts,0.002944,North Dakota,,
