ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region
"We are now observing the next assault on Trump after the miserable failure of the Russian Collusion and Mueller hoax. That was such a failure as a coup against The president that they are going crazy.

The new full court press ATTACK is calling The President a racist and the reason for the mass shootings and blaming him for those terrible acts of violence. It is the talking points by every liberal and by every MSM channel. It is verbatim mass repetition of this lie and slander !

It is so orchestrated and false and not spontaneous, despite their rhetoric and attempt to portray it as fact and authentic outrage ! He is now racist and a white supremacist too.

Of course this is after being called an antisemite and every other phobia word and vilifying ""ist ""ending word.

It will not end with this, expect more ! This is the unfortunate state of affairs the country finds itself in.

 Fight back against the disinformation and hate being spewed  every day against The president and Conservatives which is destroying the country.

It is all about the power, which they have lost !",2019-08-08T20:37:12+0000,Woo the People,0,99,1000,4999,0.00162,Hawaii,0.025599,New York,0.034025,Michigan,0.009397,Minnesota,0.020415,Mississippi,0.034025,Missouri,0.006157,Montana,0.006481,Nebraska,0.010693,Nevada,0.001944,New Hampshire,0.006805,New Jersey,0.033377,North Carolina,0.004861,Maryland,0.03208,Ohio,0.033052,Oklahoma,0.012638,Oregon,0.035645,Pennsylvania,0.00324,South Dakota,0.030136,Tennessee,0.078743,Texas,0.018146,Virginia,0.01523,Washington,0.020415,West Virginia,0.003889,Massachusetts,0.003889,Maine,0.000972,Rhode Island,0.031432,Arkansas,0.006805,Iowa,0.014258,New Mexico,0.006157,Utah,0.002592,North Dakota,0.012314,South Carolina,0.002916,Wyoming,0.00162,Vermont,0.037265,Alabama,0.00324,Alaska,0.04407,Arizona,0.155541,California,0.015554,Louisiana,0.010045,Colorado,0.002916,Connecticut,0.002592,Delaware,0.038237,Florida,0.019119,Georgia,0.008749,Idaho,0.029488,Illinois,0.023655,Indiana,0.012314,Kansas,0.023007,Kentucky,0.012638,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are now observing the next assault on Trump after the miserable failure of the Russian Collusion and Mueller hoax. That was such a failure as a coup against The president that they are going crazy.

The new full court press ATTACK is calling The President a racist and the reason for the mass shootings and blaming him for those terrible acts of violence. It is the talking points by every liberal and by every MSM channel. It is verbatim mass repetition of this lie and slander !

It is so orchestrated and false and not spontaneous, despite their rhetoric and attempt to portray it as fact and authentic outrage ! He is now racist and a white supremacist too.

Of course this is after being called an antisemite and every other phobia word and vilifying ""ist ""ending word.

It will not end with this, expect more ! This is the unfortunate state of affairs the country finds itself in.

 Fight back against the disinformation and hate being spewed  every day against The president and Conservatives which is destroying the country.

It is all about the power, which they have lost !",2019-08-08T20:36:04+0000,Woo the People,0,99,1000,4999,0.000636,Hawaii,0.002862,North Dakota,0.037838,Missouri,0.005723,Montana,0.006677,Nebraska,0.009539,Nevada,0.001908,New Hampshire,0.005405,New Jersey,0.014944,New Mexico,0.026391,New York,0.03434,North Carolina,0.035612,Ohio,0.009221,Minnesota,0.032114,Oklahoma,0.013355,Oregon,0.040382,Pennsylvania,0.011765,South Carolina,0.003498,South Dakota,0.026073,Tennessee,0.077266,Texas,0.019396,Virginia,0.016534,Washington,0.017488,West Virginia,0.020032,Mississippi,0.027663,Michigan,0.000954,Vermont,0.168521,California,0.00159,Connecticut,0.009539,Colorado,0.003498,Maine,0.005723,Utah,0.002544,Wyoming,0.003816,Alaska,0.000636,Rhode Island,0.034022,Alabama,0.036884,Arizona,0.028935,Arkansas,0.002226,Delaware,0.004134,Massachusetts,0.042289,Florida,0.017806,Georgia,0.008903,Idaho,0.023847,Illinois,0.022576,Indiana,0.007949,Iowa,0.015262,Kansas,0.024801,Kentucky,0.017488,Louisiana,0.005087,Maryland,0.014308,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It’s easy to just stop responding to all of the outrage offered up by the news these days. In a new series, Jacob T. Levy takes a look at the most identifiable strands of the political crisis at hand. Up today: the breakdown of the separation of powers.",2019-08-08T18:46:48+0000,The Niskanen Center,0,99,1000,4999,0.016807,Virginia,0.016807,"Washington, District of Columbia",0.417367,California,0.322129,Florida,0.037815,Maryland,0.07423,New Jersey,0.114846,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wonder where Jay Bookman lands on the question of whether the president's ""go back"" home tweets about ""The Squad"" were racist? Check out his debut column: https://bit.ly/2MJTAoC",2019-08-08T15:55:28+0000,Georgia Recorder,100,499,10000,49999,1,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"https://www.businessinsider.com/latinos-el-paso-outrage-donald-trump-2019-8

“Jaime Candelaria, one of the organizers of the El Paso Strong event, echoed Lopez's assessment that Trump's rhetoric is creating a hostile environment for Latinos. Despite that, he said he would focus on doing what was necessary to bring better days to El Paso. ”This is a community trying to come together in love,"" Candelaria said. And he didn't believe Trump would be able to foster the healing needed to lift the city out of its grief.”",2019-08-08T05:43:39+0000,Jaime Candelaria,0,99,0,999,1,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stay strong for the resistance. We donate with EVERY. SINGLE. PURCHASE.,2019-08-08T05:15:15+0000,The Outrage,100,499,10000,49999,0.004046,Alabama,0.04777,Pennsylvania,0.00312,Nevada,0.005362,New Hampshire,0.028418,New Jersey,0.003217,New Mexico,0.118986,New York,0.025152,North Carolina,0.001267,North Dakota,0.028857,Ohio,0.004582,Oklahoma,0.020863,Oregon,0.004387,Rhode Island,0.002145,Montana,0.007019,South Carolina,0.000975,South Dakota,0.018767,Tennessee,0.04621,Texas,0.007702,Utah,0.00351,Vermont,0.040068,Virginia,0.03573,Washington,0.001267,West Virginia,0.011699,Wisconsin,0.006191,Nebraska,0.014136,Missouri,0.00156,Alaska,0.00195,Idaho,0.011358,Arizona,0.003022,Arkansas,0.124641,California,0.031294,Colorado,0.013941,Connecticut,0.002291,Delaware,0.046698,"Washington, District of Columbia",0.020375,Florida,0.019839,Georgia,0.001414,Hawaii,0.055228,Illinois,0.000975,Mississippi,0.0097,Indiana,0.007507,Iowa,0.005118,Kansas,0.00853,Kentucky,0.005264,Louisiana,0.005118,Maine,0.026273,Maryland,0.060249,Massachusetts,0.019498,Michigan,0.026322,Minnesota,0.00039,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Democrats To Stop Exploiting Tragedy For Political Gain.,2019-08-07T22:42:30+0000,We Are Great Again PAC,0,99,1000,4999,0.01672,Alabama,0.05414,Pennsylvania,0.001592,New Hampshire,0.028662,New Jersey,0.007166,New Mexico,0.051752,New York,0.047771,North Carolina,0.000796,North Dakota,0.044586,Ohio,0.007962,Oklahoma,0.005573,Oregon,0.003185,Rhode Island,0.007166,Nebraska,0.015924,South Carolina,0.006369,South Dakota,0.020701,Tennessee,0.110669,Texas,0.003981,Utah,0.038217,Virginia,0.007166,Washington,0.01035,West Virginia,0.007166,Wisconsin,0.002389,Maine,0.008758,Nevada,0.002389,Montana,0.002389,Alaska,0.001592,Idaho,0.011146,Arizona,0.007962,Arkansas,0.084395,California,0.007962,Colorado,0.005573,Connecticut,0.004777,Delaware,0.006369,"Washington, District of Columbia",0.067675,Florida,0.038217,Georgia,0.006369,Hawaii,0.034236,Illinois,0.017516,Missouri,0.013535,Indiana,0.003981,Iowa,0.000796,Kansas,0.01672,Kentucky,0.040605,Louisiana,0.038217,Maryland,0.012739,Massachusetts,0.027866,Michigan,0.008758,Minnesota,0.028662,Mississippi,0.000796,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Democrats To Stop Exploiting Tragedy For Political Gain.,2019-08-07T22:42:30+0000,We Are Great Again PAC,0,99,0,999,0.034274,Alabama,0.116935,Texas,0.042339,Ohio,0.008065,Oklahoma,0.012097,Oregon,0.034274,Pennsylvania,0.002016,Rhode Island,0.008065,South Carolina,0.002016,South Dakota,0.02621,Tennessee,0.004032,Utah,0.046371,New York,0.028226,Virginia,0.008065,West Virginia,0.008065,Wisconsin,0.004032,Alaska,0.004032,Arizona,0.006048,Hawaii,0.002016,New Hampshire,0.002016,New Mexico,0.0625,North Carolina,0.018145,New Jersey,0.008065,Arkansas,0.032258,Indiana,0.090726,California,0.004032,Colorado,0.018145,Connecticut,0.010081,Delaware,0.082661,Florida,0.048387,Georgia,0.004032,Idaho,0.022177,Illinois,0.008065,Iowa,0.010081,Nevada,0.006048,Kansas,0.022177,Kentucky,0.048387,Louisiana,0.014113,Maryland,0.022177,Michigan,0.006048,Minnesota,0.022177,Mississippi,0.032258,Missouri,0.006048,Nebraska,0.002016,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Democrats To Stop Exploiting Tragedy For Political Gain.,2019-08-07T22:42:30+0000,We Are Great Again PAC,0,99,1000,4999,0.026883,Alabama,0.05168,Pennsylvania,0.008343,Nevada,0.001854,New Hampshire,0.019003,New Jersey,0.00533,New Mexico,0.035458,New York,0.038007,North Carolina,0.003244,North Dakota,0.056083,Ohio,0.012746,Oklahoma,0.010892,Oregon,0.002086,Rhode Island,0.003244,Montana,0.019235,South Carolina,0.003708,South Dakota,0.027578,Tennessee,0.086211,Texas,0.007648,Utah,0.00139,Vermont,0.02781,Virginia,0.015991,Washington,0.007648,West Virginia,0.013441,Wisconsin,0.008343,Nebraska,0.028505,Missouri,0.004171,Alaska,0.004867,Idaho,0.014137,Arizona,0.0146,Arkansas,0.067903,California,0.009965,Colorado,0.005794,Connecticut,0.005098,Delaware,0.003476,"Washington, District of Columbia",0.065122,Florida,0.039861,Georgia,0.00394,Hawaii,0.03175,Illinois,0.025029,Mississippi,0.026651,Indiana,0.008575,Iowa,0.010892,Kansas,0.02781,Kentucky,0.027115,Louisiana,0.002086,Maine,0.01993,Maryland,0.013441,Massachusetts,0.034067,Michigan,0.009502,Minnesota,0.001854,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Democrats To Stop Exploiting Tragedy For Political Gain.,2019-08-07T17:09:13+0000,We Are Great Again PAC,0,99,0,999,0.007968,Alabama,0.011952,Oklahoma,0.003984,New Hampshire,0.035857,New Jersey,0.003984,New Mexico,0.051793,New York,0.051793,North Carolina,0.047809,Ohio,0.015936,Oregon,0.015936,Missouri,0.059761,Pennsylvania,0.007968,South Carolina,0.015936,Tennessee,0.119522,Texas,0.011952,Utah,0.01992,Virginia,0.011952,Washington,0.003984,Nebraska,0.023904,Mississippi,0.003984,Arizona,0.01992,Illinois,0.007968,Arkansas,0.067729,California,0.015936,Colorado,0.01992,Connecticut,0.083665,Florida,0.063745,Georgia,0.011952,Hawaii,0.015936,Indiana,0.003984,Minnesota,0.007968,Iowa,0.003984,Kansas,0.015936,Kentucky,0.047809,Louisiana,0.023904,Maryland,0.015936,Massachusetts,0.031873,Michigan,0.015936,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tell Democrats To Stop Exploiting Tragedy For Political Gain.,2019-08-07T17:09:09+0000,We Are Great Again PAC,0,99,1000,4999,0.026166,Alabama,0.056504,Pennsylvania,0.007584,Nevada,0.003413,New Hampshire,0.03413,New Jersey,0.002275,New Mexico,0.043989,New York,0.039818,North Carolina,0.003034,North Dakota,0.05802,Ohio,0.011377,Oklahoma,0.004171,Oregon,0.000758,Rhode Island,0.001896,Montana,0.015169,South Carolina,0.001896,South Dakota,0.025408,Tennessee,0.076223,Texas,0.003413,Utah,0.000379,Vermont,0.039818,Virginia,0.007584,Washington,0.012893,West Virginia,0.00948,Wisconsin,0.007205,Nebraska,0.02427,Missouri,0.001138,Alaska,0.001138,Idaho,0.008343,Arizona,0.018961,Arkansas,0.057262,California,0.006447,Colorado,0.007205,Connecticut,0.006447,Delaware,0.005688,"Washington, District of Columbia",0.069397,Florida,0.049298,Georgia,0.002655,Hawaii,0.021615,Illinois,0.024649,Mississippi,0.027683,Indiana,0.006826,Iowa,0.011377,Kansas,0.025028,Kentucky,0.04361,Louisiana,0.005309,Maine,0.031854,Maryland,0.013273,Massachusetts,0.028062,Michigan,0.007964,Minnesota,0.001896,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We demand change. Join us in supporting orgs fighting for the issues you care about!,2019-08-05T20:10:29+0000,The Outrage,500,999,50000,99999,0.004045,Alabama,0.001318,Mississippi,0.025809,Florida,0.018231,Georgia,0.05806,Illinois,0.01133,Iowa,0.009225,Kansas,0.009994,Kentucky,0.005729,Maine,0.048322,Massachusetts,0.023374,Michigan,0.029872,Minnesota,0.016327,Missouri,0.016657,Connecticut,0.003642,New Mexico,0.079805,New York,0.042429,Ohio,0.00518,Oklahoma,0.022093,Oregon,0.052349,Pennsylvania,0.048743,Texas,0.006132,Utah,0.04069,Virginia,0.036004,Washington,0.032306,"Washington, District of Columbia",0.030202,Colorado,0.001409,Alaska,0.005656,New Hampshire,0.003826,Arkansas,0.003185,Delaware,0.001556,Hawaii,0.002434,Idaho,0.015979,Indiana,0.004649,Louisiana,0.031574,Maryland,0.001867,Montana,0.008164,Nebraska,0.003606,Nevada,0.030696,New Jersey,0.108305,California,0.029469,North Carolina,0.001354,North Dakota,0.004484,Rhode Island,0.008017,South Carolina,0.001281,South Dakota,0.018231,Tennessee,0.004009,Vermont,0.002526,West Virginia,0.000604,Wyoming,0.014076,Arizona,0.015174,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"William Perry Pendley is an unabashed advocate for the sale of our public lands. Yet, the Trump administration recently appointed him to oversee the Bureau of Land Management (BLM), America’s largest public land management agency. While it would take an act of congress to sell public lands, the very ascension of Pendley to this post puts the future of our public lands at risk. Turn outrage into action. Contact your senators and voice your fierce opposition to Pendley’s ascension to acting director of BLM.",2019-08-05T19:06:44+0000,Backcountry Hunters & Anglers,100,499,10000,49999,0.610777,Colorado,0.389223,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scores Of MAGA Fans May Qualify For Darwin Award

-by the editor-

In a lengthy phone interview with the chair of the Darwin Award Selection Committee, Melinda McNamara, 64, she conceded to Tall Hat Telegraph, that “Well, yes, under the current rules, scores of MAGA fans could actually qualify for the Darwin Award.”

According to the current rules, The Darwin Award Selection  Committee “recognize individuals who have supposedly contributed to human evolution by selecting themselves out of the gene pool via death or sterilization by their own actions” (Wilkipidia).

The  controversial statement by McNamara sparked a heated Twitter exchange between Trump supporters calling her statement ‘inflammatory”, and “elitist”, while liberal voters rushed to McNamara’s defense, claiming she was “merely  exorcising her freedom of speech.”

McNamara later posted a disclaimer on the Darwin Award homepage, stating her comment was taken out of context and that she had had a long day.

“Look, all I’m saying is that all the childless first-time voters favoring #45 for a second term, unaware perhaps that his presidency will open the gates of hell, would at their death, and under the current guidelines, be eligible for the award!  

""Now, I fail to see why so many MAGA supporters are taking  umbrage with this.  If the world does end in a flaming inferno, the award and all it stands for would be pretty pointless, right? And there  would be no one left alive to laugh at them. So I suggest everybody take  a chill pill, this award is supposed to be satirical, its not like a gosh dang IQ score or something"" McNamara concludes. 

24 hours later, McNamara’s disclaimer was replaced with a second disclaimer by the vice chair of the committee, Morland Dale, 47.

“We regret the outrage that McNamara’s earlier statement has caused.” Dale  states. “She is now on a paid vacation to an undisclosed location.  And while the board respects her rights under the 1st amendment, we must, respectfully, disagree with her conclusion.""

""If the president's second term does in fact open the gates of hell, his supporters would not be eligible for the award, since the death of all living things are at odds with the rule that a person’s death must ""contribute to human  evolution.""  We, at the board feel that all Trump voters would therefor,  at the end of the world, be automatically & unequivocally  disqualified from consideration!  We hope this clears up any  misunderstandings, and we do apologize for McNamara’s statement earlier.”'",2019-08-04T14:38:29+0000,,0,99,0,999,0.037543,Alabama,0.05802,Pennsylvania,0.017065,New Jersey,0.017065,New Mexico,0.030717,New York,0.023891,North Carolina,0.006826,North Dakota,0.030717,Ohio,0.020478,Oklahoma,0.006826,Oregon,0.006826,Rhode Island,0.013652,Nevada,0.030717,South Carolina,0.003413,South Dakota,0.027304,Tennessee,0.081911,Texas,0.003413,Vermont,0.017065,Virginia,0.023891,Washington,0.003413,West Virginia,0.006826,New Hampshire,0.006826,Nebraska,0.006826,Alaska,0.044369,Indiana,0.020478,Arizona,0.017065,Arkansas,0.037543,California,0.003413,Colorado,0.044369,Florida,0.037543,Georgia,0.003413,Idaho,0.047782,Illinois,0.017065,Iowa,0.003413,Montana,0.010239,Kansas,0.040956,Kentucky,0.010239,Louisiana,0.017065,Maine,0.006826,Maryland,0.020478,Massachusetts,0.05802,Michigan,0.013652,Mississippi,0.040956,Missouri,0.023891,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The exclusively white leaders of ""Stand With Ross Valley Schools"" have misled our community for years - with shameless, right-wing-style, alternate-reality fearmongering propaganda on flimsy ocean-bound plastic signs, cynically manufactured outrage, intimidation, and divisive disinformation - in a vain attempt to dismantle a single small public charter school in Fairfax (among the 60-some-odd public charter schools in Marin, Sonoma, and Napa counties).

The school is thriving and more popular than ever, while Stand dissolves over the smoking ruins of a broken community they've since abandoned without so much as a single apology. (And with $10k of un-refunded GoFundMe donations. The lack of apology is to be expected. But donors should demand – and receive - a refund.)

While Stand tried in vain to obstruct and dismantle the only educational choice available to countless poor, minority, and special needs families living and working in our own community, who can't afford and/or can't get into to private schools (and/or have simply been disenfranchised by the scandal-plagued monopoly traditional school district)...

...others have been championing actual socially progressive causes like equality and choice in public education - in an honest and ethical way.

“I let them know that our hope as Black parents is in charter schools, which are free public schools...”

“Generationally, we haven’t had things like that to hope for,” she continued. “If you take away charter schools, you take away the choice that is helping our children thrive and perform. You are taking away our hope.”

“California’s Charter School law, signed by former Gov. Pete Wilson in 1992, gave the independently-run charter schools (or petitioners interested in creating one) the right to an appeal process if a school district denies their application. The first step would be to appeal the decision with the county board of Education. In 1998, the law was amended, creating a second level of appeal with the State Board of Education.”

“Parents, members of both civil rights organizations and other supporters attending the meeting said they asked the governor’s office to maintain the current appeals process.”",2019-08-04T14:00:00+0000,"families of Ross Valley (San Anselmo and Fairfax, CA)",0,99,1000,4999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
