,adID,adText,adSpend,adLP,adImpress,adClicks,adCreation,adLocation_cleaned,adStates,adDate
1314,333,Pac believed in FightTupac Shakur was indeed not just one of the greatest rappers of all time but aworldly icon whose status in hiphop culture can never be replaced Hisrevolutionary knowledge mixed with street experience made him powerfulunstoppable force that spoke to the hearts of millions of people His songstouch on a number of engaging topics including religion women oppressionetc Pac was a humanitarian who stood up for those who couldnt stand upfor themselves He believed in Fight and Speaking the TruthNowadays a lot of singers both black and white use their music to sellrecords just for making money American society at all levels became toocorruptive starting from our government and ending with ordinary citizens Onthe contrary Tupac did his music to influence the world Thats why he spoketo issues of poverty oppression and racismToday young AfricanAmericans have fallen under bad influence of moneydrugs and so on Yeah it is all started from the governments attitudetowards Blacks But lets remember Tupac and his ability to question thesocial order Changes one of his popular songs asks everyone to changetheir lifestyles for better society He always asked people to share with eachother and to learn to love each other,174.4,https://www.facebook.com/Black-Matters-1579673598947501/,1075.0,47.0,06/16/15 07:36:57 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-16
1315,334,Today we celebrate the legendary rapper who ever lived Happy BdayTupacThe greatest of all time rapper is known not only for his music but for the wisewords he spoke and his strength in standing up against oppression His realname was Lesane Parish Crooks Shakur was onlyyears old at the timehe was shot and killed inHis killer has never been caught We willnever forget Pac Today we remember him on what wouldve been his thBirthday,90.07,https://www.facebook.com/Black-Matters-1579673598947501/,153.0,10.0,06/16/15 07:37:14 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-16
1316,335,It is an American history AfricanAmerican citizens sat behind signs like theseon city buses,84.15,https://www.facebook.com/Black-Matters-1579673598947501/,476.0,26.0,06/16/15 08:20:31 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-16
1317,336,Americans so much effort to hate each other instead of putting the effort intodoing something useful Stop racism We all belong to ONE HUMAN RACE,175.37,https://www.facebook.com/Black-Matters-1579673598947501/,745.0,42.0,06/17/15 07:41:34 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-17
1318,337,No national outrage for an incident at pool party where a black teen was shotto deathToday the pool party in Georgia is even more shocking than a recent poolparty in Texas A young man from Georgia was shot to death at a pool partyat Fayette It was an advertised on socialteenagers pool party whichended up with shootings of unknown assailant for unknown reasons One ofthe five injured a yearold black teenager Clanton passed away on theway to hospitalIn fact the media has not made a transparent effort to cover up the incidentWhy the pool party in Georgia is a silent story Why the police was not awareof a large party Why this story has no national outrage Is it ok when a blackteenager diesUnfortunately the responding police officers were not able to prevent thetragedy From these facts one might conclude police officers know theeasiest ways to arrest people but they are irresponsible to avoid theshootings at the average pool party,175.31,https://www.facebook.com/Black-Matters-1579673598947501/,746.0,23.0,06/17/15 07:41:07 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-17
1319,338,A yearold child was tasered by cop for skateboardingA San Diego sheriffs deputy was filmed tasering yearold child in thespine for skateboarding Witnesses reported that the cop tried to force them todelete videos from their phones Videos show how the child writhes in agonyfrom being tased Police said that the child ran away from home and wasmissing for a dayandhalf However it doesnt give the reason to taser achildWe see another case of police misconduct when the policeman actuallyattacked the child This case should reach the court because the child hasntdone anything unlawful The policeman exceeded his powers and used forceagainst a child So he should be punished Before the trial nothings gonnachange and cops are about to do whatever they want The task of allAmericans who have witnessed police brutality is to extend all the informationabout it in order to reach out the government and the court,270.36,https://www.facebook.com/Black-Matters-1579673598947501/,1290.0,97.0,06/17/15 07:41:46 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-17
1320,339,Onlydays this year nobody was killed by policeAccording to data from Mapping Police Violence there are onlydays thiscalendar year when nobody was killed by police in the USA Since Januaryat leastpeople have now been killed by policemen Moreoveranalyzing all deaths caused by police AfricanAmerican and Hispanic peopleare more likely to be killed than Whites Figures show that the index of deathsfor black people isper million while for whites it isper million,248.56,https://www.facebook.com/Black-Matters-1579673598947501/,1005.0,55.0,06/17/15 07:42:02 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-17
1321,340,In early s this Black Americana Chocolate Eyes,169.47,https://www.facebook.com/Black-Matters-1579673598947501/,844.0,21.0,06/17/15 07:45:33 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-17
1322,341,Sadness and shocking tragedy at historically black church in CharlestoneCLICK TO GET LIVE UPDATES ON OUR PAGEA white gunman opened a fire at pastor andother church members at blackchurch in Charlestone S on Wednesday night The young cleanshavedshooter walked in during a prayer meeting and started shooting the peopleCharleston Police Chief Greg Mullen said that the incident would beinvestigated as hate crimeEmanuel AME Church is a historically AfricaAmerican church which wasfound by Denmark Vesey in order to organize a slave revolt inDespite the first black American president AfricaAmericans remain the mostcommon victims of hate crimes But what if the hate crime relates toxenophobia American xenophobia is based on the dominant white heritagethat is giving birth to another form of hate and discrimination These formstake another level of hate Unfortunately American tolerance is not what wethink it is US public is swapping patriotism for nationalism tolerance forIslamophobia racism and antiimmigrant sentiment For instance lastFebruary American gunman killed three young Muslims two miles away fromthe University of North Carolina campus Was this gunman motivated by hateand intolerance Should we expect for more hatecrimesWhat if American racial change still occurs through generations What of itracism happens due to unequal opportunities What if America is still adeeply racist country What if the church is not a safe place anymoreCharlestonShooting chsnews,1295.48,https://www.facebook.com/Black-Matters-1579673598947501/,5072.0,274.0,06/18/15 04:36:59 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-18
1323,342,Rachel Dolezal is wearing the other persons shoesRachel Dolezal drew attention to her racial identification A whiteborn formerNAACP leader claimed to be black The criticism towards Dolezal stemscontroversy around her identity and her position as the president of theNAACP in Washington Today Dolezal sees herself as first transracialRachel Dolezal stated that her racial identity was black American Indianwhite and two more races Moreover if she proves that she is black thananyone else will be able to prove that heshe is not even a human beingWhat do you think about her What kind of rights should she have,199.94,https://www.facebook.com/Black-Matters-1579673598947501/,866.0,46.0,06/18/15 02:50:25 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-18
1324,343,The violent pool storyWhite police officer slammed black teen against hiscarThis black family from Ohio will never forget the June th According to thefamilys testimony Krystal Dixon and her sister Maya Dixon took their eightchildren nephews and nieces to Ohio public school in a FairfieldNevertheless the pool employee demanded the family to leave due to one ofthe children did not have swim trunks One of the boys broke the rules andthe staff asked the family to leave As sixmonths pregnant Krystal Dixonwalked to the parking lot the police officer grabbed her arm and asked for anIDcard The witness video shows how the police officer pepper sprayedDixons family and grabbed yearold child by neck But according to theFairfield police department the white police officer did not use excessiveforceDid the pool staff force them to leave because they were black Was it a racefactor Dont you think the police officers attempt to arrest Krystal Dixon wasunlawful How the police officers should be charged What kind of right ofdefense do you have against unlawful arrestsThese days there is far more to being a good cop than choosing not to hurtinnocent people Plus when are we going to stop being stereotypical Eventoday the stereotypes effect black population of the United States of Americatransmitted through music lyrics titles literature movies and folk sayingWhite Americans across the country embrace AfricanAmericans the image ofcriminals and looters How are we going to live with that,91.73,https://www.facebook.com/Black-Matters-1 579673598947501/,441.0,31.0,06/18/15 07:21:41 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-18
1325,344,What else has to happen for you all to realize black lives matter,173.92,https://www.facebook.com/Black-Matters-1579673598947501/,708.0,59.0,06/23/15 07:41:01 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1326,345,Thousands Walk Hand In Hand Across Ravenel Bridge To Show Support ForMother Emanuel ChurchOn Sunday evening hours after Emanuel AME Church opened its doors forthe first service following the killing of nine of its congregants Wednesdaythousands in Charleston took to the streets in a show of support andsolidarityObservers on the bridge and thousands more at the base joined hands tocreate a unity chain then held a moment of silence that lasted five minutesin honor of the fallenPolice estimated thattotook part in Sundays gatheringaccording to the Post and Courier Cars drove slowly past the bridge taking inthe sight and honking horns in solidarity as people chanted CharlestonstrongThroughout history people start to unite only when they face danger or whentheyre in times of great sorrow Modern America is accustomed to meet onlyimaginary dangers however Americans are getting more and more reasonsto sorrow over something day by dayDoes it mean that the key to the unity ofmillion Americans is constantfear and unending sorrow Does it mean that only this can make Americansunite and forget about the infighting and differences Unfortunately yes itdoes,258.89,https://www.facebook.com/Black-Matters-1579673598947501/,759.0,48.0,06/23/15 07:41:21 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1327,346,Whatever the white man has done Black Americans have done and ofteneven betterMiss Black America in,174.35,https://www.facebook.com/Black-Matters-1579673598947501/,757.0,65.0,06/23/15 07:41:58 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1328,347,How many of you believe in Black JesusThere is quite a big number of people arguing about ethnicity of Jesus ChristWas Jesus white oliveskinned or black The Coptic Museum in Cairo Egyptowns the earliest painting of Jesus Christ in the Church of Rome th centurywhere skin color of Jesus was black,174.26,https://www.facebook.com/Black-Matters-1579673598947501/,581.0,57.0,06/23/15 07:42:12 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1329,348,Black is beautiful God knows what he is doing The Black skin is a glorioussymbol of national greatness,174.02,https://www.facebook.com/Black-Matters-1579673598947501/,796.0,74.0,06/23/15 07:42:35 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1330,349,A small group of activists burned two confederate flags in response toshooting in Charleston South CarolinaWhy the symbol of the proslavery rebellion is still flying on the ground ofSouth Carolina Why the symbol of white supremacy is still flying on theSouth Carolina statehouse in Columbia Why the flag that represents themurder of blacks was not removed from the national statehouseThe confederate flag represents terrorism reminding us about the slaverytime racism and people that were murdered in a hatecrime Today we askto remove this symbol of racism that fliesmiles away from the EmanuelAfrican Methodist Episcopal Church in CharlestonYes we must wipe off every single symbol of racism from the United States ofAmerica including the confederate flag KKK and other racist organizationsWe must give new names to the streets which were named after racistpolitical figures and slave traders We must remove monuments dedicated toAndrew Jackson Robert Lee Benjamin Huger James Longstreet who ownedslaves on their farmsHow can we ever expect to get the racist symbols removed until we showourselves to be men the same as any other race of men,174.75,https://www.facebook.com/Black-Matters-1 579673598947501/,412.0,23.0,06/23/15 07:42:57 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-23
1331,350,Whats life of black American today How equal are weHave you ever been hurt by aggressive police officers because of your raceWhats your storyTake an action and tell us your story and we post it on Black Matters Wedont want our community to continue struggling with racism and policeaggression We want to fight back and to show how strong we are,188.85,https://www.facebook.com/Black-Matters-1579673598947501/,504.0,42.0,07/10/15 05:42:38 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1332,351,Even kids realize that black lives matter Why are adults so blind then Racialinequality should be stopped by any means,116.2,https://www.facebook.com/Black-Matters-1579673598947501/,506.0,50.0,07/10/15 05:43:10 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1333,352,Dont tell us race isnt the issueDont tell us the system worksStop being blind people,117.17,https://www.facebook.com/Black-Matters-1579673598947501/,402.0,47.0,07/10/15 05:43:31 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1334,353,Nothing really changes Everything remains the sameBeing black is awesome its being black in America that sucks,90.36,https://www.facebook.com/Black-Matters-1579673598947501/,327.0,46.0,07/10/15 05:43:55 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1335,354,There are people who generally believe racism is over but minorities believethat theres a lot of racial discrimination in the United States of AmericaThousands of African Americans experience discrimination due to inequalitywhich results cultural failure and racial pathology Do you realize that racismsits at the very core of American thinking,146.63,https://www.facebook.com/Black-Matters-1579673598947501/,281.0,24.0,07/10/15 05:44:38 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1336,355,Keep calm and remember your roots Dont let the government to take it awayfrom you,67.76,https://www.facebook.com/Black-Matters-1579673598947501/,345.0,47.0,07/10/15 05:44:21 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1337,356,Such a beautiful day Such a beatiful view,18.1,https://www.facebook.com/pages/L-for-life/994910227187446,162.0,3.0,06/09/15 05:57:56 AM PDT,,,2015-06-09
1338,357,McKinney Police Officer Involved In Pool Party IncidentEric Casebolt the McKinney police officer who was caught on video pinninga teenage girl to the ground and pulling his gun on others at a pool party hasresigned Tuesday eveningThe McKinney Police Department Chief Of Police Greg Conley said thatCasebolts decision to leave was voluntary and that he would continue tocollect a pension and benefitsWhy are the police so aggressive Its in every state around the country Theyoung girl at the pool party was treated horrible Our society needs policegood police people who will solve crimes but unfortunately today we needsomeone who will protect us from the police At the same time it is good thatmillions of regular people got a glimpse of what kind of policing minoritieshave endured for decades,85.25,https://www.facebook.com/Black-Matters-1579673598947501/,559.0,12.0,06/10/15 07:31:35 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-10
1339,358,Say it loudI am Black and Im proud,94.04,https://www.facebook.com/Black-Matters-1579673598947501/,635.0,45.0,06/10/15 07:34:31 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-10
1340,359,Police Charges Black Student For Driving To A Welllit AreaLast time I checked US wasnt involved in any wars or antiterroristoperations at least officially Well then how come Detroit is no lessdangerous then the city ranks third in the list of topUS most dangerouscitiesWhen yearold DaJuawn Wallace saw flashing blue police lights in hisrearview mirror he chose to proceed with caution since some people areknown to be robbed by fake police officers He preferred to find a welllit areato pull over in As a result he was charged with fleeing policePeople are terrified by the police to such a degree that they even prefer tocommunicate with officers only in the welllit areas And get charged for thatSometimes it makes me actually think that when not involved in any militaryoperations in the foreign countries our countrys at war with its own citizenswith the help of police,180.82,https://www.facebook.com/Black-Matters-1579673598947501/,1078.0,139.0,07/10/15 05:45:02 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-10
1341,360,Keeping eye on our brothers cases and much more,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 03:01:20 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1342,361,Keeping eye on our brothers cases and much more,34.66,https://www.facebook.com/blackmattersus/,82.0,5.0,06/10/15 03:20:43 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1343,362,Keeping eye on our brothers cases and much more,0.0,https://www.facebook.com/blackmattersus/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1344,363,Keeping eye on our brothers cases and much more,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 03:01:20 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1345,364,Keeping eye on our brothers cases and much more,12858.46,https://www.facebook.com/blackmattersus/,46447.0,2740.0,06/10/15 03:29:48 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1346,365,Keeping eye on our brothers cases and much more,3544.99,https://www.facebook.com/blackmattersus/,13502.0,547.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1347,366,Keeping eye on our brothers cases and much more,50.11,https://www.facebook.com/Black-Matters-1579673598947501/,158.0,0.0,06/10/15 03:01:19 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1348,367,Keeping eye on our brothers cases and much more,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1349,368,Join us because we care Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:59:59 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1350,369,Join us because we care Black matters,13704.02,https://www.facebook.com/Black-Matters-1579673598947501/,56408.0,3296.0,06/10/15 03:27:28 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1351,370,Join us because we care Black matters,1294.75,https://www.facebook.com/Black-Matters-1579673598947501/,3716.0,177.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1352,371,Join us because we care Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:59:57 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1353,372,Join us because we care Black matters,7018.96,https://www.facebook.com/Black-Matters-1579673598947501/,26442.0,1574.0,06/10/15 03:30:17 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1354,373,Join us because we care Black matters,440.12,https://www.facebook.com/Black-Matters-1579673598947501/,1343.0,71.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1355,375,Join us because we care Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1356,376,Your life matterMy life matter Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:57 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1357,377,Your life matterMy life matter Black matters,85.63,https://www.facebook.com/Black-Matters-1579673598947501/,249.0,7.0,06/10/15 03:31:26 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1358,378,Your life matterMy life matter Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1359,379,Your life matterMy life matter Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:56 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1360,380,Your life matterMy life matter Black matters,69.56,https://www.facebook.com/Black-Matters-1579673598947501/,207.0,7.0,06/10/15 03:30:43 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1361,381,Your life matterMy life matter Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1362,382,Your life matterMy life matter Black matters,50.16,https://www.facebook.com/Black-Matters-1579673598947501/,157.0,2.0,06/10/15 02:58:54 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1363,383,Your life matterMy life matter Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1364,384,We really can change the world if we stay united,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:20 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1365,385,We really can change the world if we stay united,25.87,https://www.facebook.com/Black-Matters-1579673598947501/,66.0,3.0,06/10/15 03:28:34 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1366,386,We really can change the world if we stay united,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1367,387,We really can change the world if we stay united,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:20 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1368,388,We really can change the world if we stay united,105.62,https://www.facebook.com/Black-Matters-1579673598947501/,311.0,8.0,06/10/15 03:21:09 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1369,389,We really can change the world if we stay united,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1370,390,We really can change the world if we stay united,65.61,https://www.facebook.com/Black-Matters-1579673598947501/,204.0,4.0,06/10/15 02:58:18 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1371,391,We really can change the world if we stay united,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1372,392,Black matters because everyones life matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:03 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1373,393,Black matters because everyones life matters,56.53,https://www.facebook.com/Black-Matters-1579673598947501/,191.0,2.0,06/10/15 03:22:04 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1374,394,Black matters because everyones life matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1375,395,Black matters because everyones life matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:58:01 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1376,396,Black matters because everyones life matters,83.22,https://www.facebook.com/Black-Matters-1579673598947501/,250.0,7.0,06/10/15 03:27:56 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1377,397,Black matters because everyones life matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1378,398,Black matters because everyones life matters,38.89,https://www.facebook.com/Black-Matters-1579673598947501/,136.0,1.0,06/10/15 02:58:00 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1379,399,Black matters because everyones life matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1380,400,We can be heard only when we stand together Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:57:12 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1381,401,We can be heard only when we stand together Black matters,74.07,https://www.facebook.com/Black-Matters-1579673598947501/,203.0,4.0,06/10/15 03:26:57 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1382,402,We can be heard only when we stand together Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1383,403,We can be heard only when we stand together Black matters,0.0,https://www.facebook.com/blackmattersus,0.0,0.0,06/10/15 02:57:12 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1384,404,We can be heard only when we stand together Black matters,77.74,https://www.facebook.com/Black-Matters-1579673598947501/,248.0,6.0,06/10/15 03:21:36 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1385,405,We can be heard only when we stand together Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1386,406,We can be heard only when we stand together Black matters,45.72,https://www.facebook.com/Black-Matters-1579673598947501/,160.0,1.0,06/10/15 02:57:10 AM PDT,Baltimore Maryland Missouri,Maryland Missouri,2015-06-10
1387,407,We can be heard only when we stand together Black matters,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/02/15 03:10:36 AM PDT,Atlanta Georgia Baltimore Maryland Missouri Richmond Virginia,Georgia Maryland Missouri Virginia,2015-07-02
1388,408,AfricanAmerican soldiers played a decisive role in the US Army on thewestern frontier during the Plains Wars but its not mentioned in our historybooks,189.05,https://www.facebook.com/Black-Matters-1579673598947501/,636.0,60.0,06/24/15 06:12:24 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-24
1389,409,Cornel West on ObamaThe First Black President Has Become The FirstNiggerized Black PresidentReacting to President Obamas use of the nword on Marc Marons podcastCornel West called him the first niggerized president in an appearance onCNN West criticized Obama as a person who is afraid and intimidated whenit comes to putting a spotlight on white supremacyA niggerized black person is a black person who is afraid and scared andintimidated when it comes to putting a spotlight on white supremacy andfighting against white supremacy West explained So when many of us saidwe have to fight against racism what were we toldNo he cant deal withracism because he has other issues political calculations Hes the presidentof all America not just black America We know hes president of all Americabut white supremacy is American as cherry pieWest is right as usual African minorities would choose Mr West inandinstead of Obama But we had no choice Cornel is a good leader heknows what black community is suffering from Obama was promoted by bigcorporations owned by white people Obama never tried to protect blacksfrom police pressure never tried to stop police violence against blacks Justcount how many black lives were destroyed during his presidency Thenumber is horrific,0.0,https://www.facebook.com/Black-Matters-1 579673598947501/,0.0,0.0,06/24/15 06:03:43 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-24
1390,410,Autopsy Says Freddie Gray Died After Sustaining HighEnergy Injury inPolice VanThe Baltimore state medical examiners office has found that Freddie Graylikely died from a single highenergy injury sustained as he rode shackled inthe back of a police van on the day of his arrest according to an autopsyreport obtained by the Baltimore SunThe autopsy report suggested that Gray may have attempted to stand upduring the van ride and that the injury could have occurred as he was thrownagainst the van wall when the vehicle changed direction Like really Whenpolice took Gray to the hospital doctors determined that he had sustained asevered spine and crushed voice box Highenergy injury We dont think soIts hard to believe Do they think were idiots or somethingCops imprison you shoot you sever your spine crush your larynx send youto war keep you poor call you a thug and get away with it Theres no excusefor what happened to Freddie,22.75,https://www.facebook.com/Black-Matters-1 579673598947501/,71.0,12.0,06/24/15 06:53:54 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-24
1391,411,Ella Baker The woman behind the scenesNot many of you will probably be able to recognize Ella Baker who was ahero of the civil rights Freedom Movement racial and economic injustice forfive decades Her job was to put together the pieces in order to create astrong organization in the face of racism and injustice She played a key rolein NAACP Student Nonviolent Coordinating Committee and Martin LutherKings Southern Christian Leadership Conference,81.49,https://www.facebook.com/Black-Matters-1579673598947501/,332.0,42.0,06/25/15 08:10:53 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-25
1392,412,Black Matters,79.57,https://www.facebook.com/Black-Matters-1579673598947501/,215.0,12.0,06/25/15 08:10:19 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-06-25
1393,413,Poet Phyllis Wheatley born into slavery inin Boston MA First AfricanAmerican woman to have her writings published,0.0,https://www.facebook.com/Black-Matters-1579673598947501/,0.0,0.0,07/06/15 07:51:06 AM PDT,Baltimore Maryland Missouri Cleveland Ohio,Maryland Missouri Ohio,2015-07-06
